ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100_1_hit.vs.Ctrl_1_hit.logFC	LPS100.B100_1_hit.vs.Ctrl_1_hit.logFC	LPS100_1_hit.vs.Ctrl_1_hit.p.value	LPS100.B100_1_hit.vs.Ctrl_1_hit.p.value
ENSOARG00000019270				1.57948405695835	1.75385701150147	0.0325784298261641	0.0177154922564418
ENSOARG00000019298	101120715	CD200	CD200 molecule	1.62401412683512	1.58921197702622	0.00263275845438143	0.00318546455748323
ENSOARG00000019371	101109162	TMEM106C	transmembrane protein 106C	-1.22159022767908	-1.03692116872414	0.00587062774247895	0.0259156497644351
ENSOARG00000019396	101107779	SLC48A1	solute carrier family 48 member 1	-1.00687278402992	-1.01593457996141	0.0228740229791204	0.0220043249265992
ENSOARG00000019412	101115253	CFAP44	cilia and flagella associated protein 44	-0.999009967501349	-1.35913425197468	0.0287814251680569	0.0018733536312278
ENSOARG00000019467	101112523	DRAM2	DNA damage regulated autophagy modulator 2	0.959425806627918	0.918892404769854	0.0283630154723949	0.0448825524869055
ENSOARG00000019517	101106229	CHI3L2	chitinase-3-like protein 2	2.29320673828635	2.37430526169717	0.0249652978729408	0.0219765416159562
ENSOARG00000019659				2.15952635439774	1.98730962332082	0.000743885413486432	0.00146303123856591
ENSOARG00000019768	101106222	ADPRH	ADP-ribosylarginine hydrolase	1.39692702335895	1.2334547394147	0.00528945769233019	0.0143297508602226
ENSOARG00000019779	101112046	ARNTL2	aryl hydrocarbon receptor nuclear translocator like 2	1.97378809898241	2.08240872855246	0.000428985616184126	0.000283717793259009
ENSOARG00000019780	101115701	HDAC10	histone deacetylase 10	-1.04881608301671	-1.01314502793009	0.00825603228853495	0.0123239273873163
ENSOARG00000019802	101111789	STK38L	serine/threonine kinase 38 like	1.35416444347904	1.24477818386981	0.0010362988134262	0.002424500784478
ENSOARG00000019870	101119595	RSBN1	round spermatid basic protein 1	1.44417486725278	1.45065733151992	0.000324204577670476	0.000322524373135067
ENSOARG00000019920	101115097	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	-0.899499486305988	-0.835482924246803	0.0171454786714061	0.0433532891400522
ENSOARG00000019974		TSPYL4	TSPY like 4	-1.45339814077715	-1.56094777591854	0.0152336070453026	0.0106247271224521
ENSOARG00000020014	101104494	C15orf41	chromosome 7 open reading frame, human C15orf41	-1.12505550863126	-1.08944043370284	0.0266173529835446	0.0360223445481953
ENSOARG00000020025	101114854	PELI1	pellino E3 ubiquitin protein ligase 1	1.88349507507296	1.72973697528775	0.00508369028227477	0.00940000409167009
ENSOARG00000020032	101116286	LOC101116286	tubulin alpha-1D chain	2.34015675761353	2.28771106140588	0.000122517997827991	0.000151219679674203
ENSOARG00000020041	101115354	VPS54	VPS54, GARP complex subunit	1.16692231407178	1.12974190769871	0.00147042544346087	0.0022000418918307
ENSOARG00000020044	101105504	RASGRP1	RAS guanyl releasing protein 1	2.18037123869185	2.16301114881337	0.000989981598766234	0.00110544721367103
ENSOARG00000020074	101120909	CPNE8	copine 8	1.35891194688227	1.40622299239651	0.0209301929467943	0.0178091455315522
ENSOARG00000020078	101111144	EAF2	ELL associated factor 2	1.92031113496843	2.00861219358016	0.000533822958580239	0.00038604571024623
ENSOARG00000020119	101112527	CASR	calcium sensing receptor	2.61452991612652	2.79524111827536	9.71960615884385e-06	5.84635588957373e-06
ENSOARG00000020150	101114071	PARP9	poly(ADP-ribose) polymerase family member 9	1.81693511248783	1.76898379333022	0.00132700252145042	0.00170364859401108
ENSOARG00000020165	101109810	ZHX2	zinc fingers and homeoboxes 2	1.56683276370119	1.48632560580535	0.000367453986925137	0.000550854003532275
ENSOARG00000020211	101122772	CNOT2	CCR4-NOT transcription complex subunit 2	1.00442270025415	0.917083311730892	0.0101920187488825	0.0285991264458983
ENSOARG00000020253	101118237	LMLN	leishmanolysin like peptidase	2.08504095794133	2.0875147625956	0.000768296737691009	0.000805866566182286
ENSOARG00000020290	101107483	TRIM45	tripartite motif containing 45	-1.97557951755408	-2.06965805943149	0.000592771996594709	0.000438679887752262
ENSOARG00000020303		CITED4	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4	-1.38936546769496	-1.15328388261255	0.00910654452102253	0.0344480476895493
ENSOARG00000020326	101103276	CTPS1	CTP synthase 1	-1.04889319454479	-0.881196069469645	0.00724980971707377	0.0467256213112917
ENSOARG00000020341	101104226	C3AR1	complement C3a receptor 1	1.94037634258107	1.98958348161529	2.10395615727473e-05	1.75220693540376e-05
ENSOARG00000020372	101102223	H1F0	histone H1.0	-1.15112018486894	-1.15987448159328	0.0484813204889098	0.0482746068243056
ENSOARG00000020391	101117145	AP1S3	adaptor related protein complex 1 subunit sigma 3	1.07233739378982	1.19542329849607	0.00517554861897773	0.00152629176758441
ENSOARG00000020405	101121495	WDFY1	WD repeat and FYVE domain containing 1	1.23960514655434	1.19591220470373	0.0155311526906094	0.0211687761333001
ENSOARG00000020413	101122004	SERPINE2	serpin family E member 2	1.24761552046959	1.4258950857267	0.000256064548374064	7.69795574938639e-05
ENSOARG00000020423	101116914	JMJD7	jumonji domain containing 7	-1.20943300905557	-1.82233962633724	0.0378902821152666	0.00371822160362296
ENSOARG00000020437	101123187	DOCK10	dedicator of cytokinesis 10	1.60504441706635	1.43187354966528	2.20844591898752e-05	6.50512450054398e-05
ENSOARG00000020441		MB21D2	Mab-21 domain containing 2	1.56229183943219	1.61171931316862	0.000965110144976825	0.000797201269766955
ENSOARG00000020470	101121336	AEBP2	AE binding protein 2	1.27665369053709	1.28596464354525	0.00552671762547318	0.00531895568568229
ENSOARG00000020482	101112864	PDE4DIP	myomegalin	-0.888140365707821	-0.899091037167979	0.0261477855115939	0.0237873691811389
ENSOARG00000020487	101110557	BCL6	B cell CLL/lymphoma 6	1.08105028984246	1.04619414181167	0.00559166316929969	0.00824425386748793
ENSOARG00000020534	101114152	TBCCD1	TBCC domain containing 1	-0.929491863425867	-0.906191651288508	0.015434382781084	0.0217213924429667
ENSOARG00000020558	101117936		StAR related lipid transfer domain containing 9	-1.32670289331647	-1.27122349082369	0.0050182882353072	0.007351362471341
ENSOARG00000020579	101119567	UBR1	ubiquitin protein ligase E3 component n-recognin 1	1.1216488216996	1.1215564134248	0.00879662248087928	0.00913836100304589
ENSOARG00000020586	100125625	CLCN2	chloride voltage-gated channel 2	-1.17494219742392	-1.10614496453565	0.00671177102284258	0.0121613032715787
ENSOARG00000020630	101106058	SP110	SP110 nuclear body protein	2.40187999461387	2.32703595158708	0.000124126076102557	0.000159592037052484
ENSOARG00000020652	101104070	ATL1	atlastin GTPase 1	-1.33385681931286	-1.53590441630893	0.0025365953201111	0.000898598184147594
ENSOARG00000020665	101110296	ATP11B	ATPase phospholipid transporting 11B (putative)	1.18545917405697	1.22692289173915	0.0105884124270306	0.00824425386748793
ENSOARG00000020667	100192431	FCGR1A	Fc fragment of IgG, high affinity Ia, receptor (CD64)	1.35479124402512	1.29237360136813	0.0135291485483158	0.0192042933351666
ENSOARG00000020711	101110015	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	1.07245284367753	1.06297269508228	0.00350257767177571	0.00394765051621256
ENSOARG00000020741	101114153	TNFSF10	TNF superfamily member 10	3.9383148160309	3.73785586375977	0.000134327119422831	0.000198911847781604
ENSOARG00000020755	101110062	SNX1	sorting nexin 1	0.833742332711655	0.841580053963563	0.0299904090311231	0.0277617287414304
ENSOARG00000020784	101111288	CA12	carbonic anhydrase 12	1.24536831458736	1.28967931169726	0.0017460722955755	0.0012668997425354
ENSOARG00000020788	101111969	RAB8B	RAB8B, member RAS oncogene family	2.48778865793243	2.39255489312636	0.000385808619343625	0.000513984396256429
ENSOARG00000020857	101118942	DUSP16	dual specificity phosphatase 16	1.28446342418026	1.36311240927354	0.00216914765542943	0.00124887752059399
ENSOARG00000020902	101110011	MINDY1	MINDY lysine 48 deubiquitinase 1	-1.05656119043519	-1.1340642497949	0.0105698894591531	0.00540282579218442
ENSOARG00000020923	101114255	NCK2	NCK adaptor protein 2	1.23540138856183	1.15339546032464	0.000786461705140936	0.00175823087703301
ENSOARG00000020971	101105079	DMXL2	Dmx like 2	1.35326748144014	1.31995504742259	0.00840610102891405	0.0103505430446044
ENSOARG00000021032	101112064	SEMA6D	semaphorin 6D	1.00507737597062	0.978305244838304	0.0157373429378416	0.0217299345529453
ENSOARG00000021061				-1.30077835469194	-1.31945090816159	0.0108160582183338	0.0104353266310429
ENSOARG00000021075	101122014	CLEC2D	C-type lectin domain family 2 member D	2.60817771742414	2.52041262420104	0.00248685219372232	0.00319318610262345
ENSOARG00000021136	443519	HIF1A	hypoxia inducible factor 1 subunit alpha	1.01114691238026	1.06398945696877	0.0464205231576373	0.0322854513934334
ENSOARG00000021144	101107792	PPP2R5E	protein phosphatase 2 regulatory subunit B'epsilon	1.05474686922265	1.11239122001291	0.00910654452102253	0.00532333555629848
ENSOARG00000021145	101108492	SGPP1	sphingosine-1-phosphate phosphatase 1	1.1337295981015	1.13793101729198	0.0159181281362573	0.0160573345287784
ENSOARG00000021198	101103403	PCNX1	pecanex 1	1.25799052055662	1.27731597759352	0.0293164837840762	0.0277365671849285
ENSOARG00000025182	100422799	BST-2A	bone marrow stromal cell antigen 2A	2.6477135552763	2.57975334098906	0.00285146173017619	0.00349581785275183
