ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100_1_hit.vs.Ctrl_1_hit.logFC	LPS100.A10_1_hit.vs.Ctrl_1_hit.logFC	LPS100.B100_1_hit.vs.Ctrl_1_hit.logFC	LPS100_1_hit.vs.Ctrl_1_hit.p.value	LPS100.A10_1_hit.vs.Ctrl_1_hit.p.value	LPS100.B100_1_hit.vs.Ctrl_1_hit.p.value
ENSOARG00000010834	101112901	ARHGAP45	Rho GTPase activating protein 45	-2.640249698871	-2.97605449135558	-2.76382954700814	0.000191953405722162	9.65448072940095e-05	0.000151219679674203
ENSOARG00000010842	101109793	ZC3HAV1L	zinc finger CCCH-type containing, antiviral 1 like	-1.41076901531379	-1.40975747814043	-1.47123527014276	0.0184483314413621	0.0188448770091055	0.0156366956939142
ENSOARG00000010854		JUNB	JunB proto-oncogene, AP-1 transcription factor subunit	1.50775595677519	1.54926583457455	1.51884402197597	0.000140856673437068	0.000120605668212913	0.00013588022624722
ENSOARG00000010882	101105377	SLC37A1	solute carrier family 37 member 1	1.70346620638155	1.2679493060144	1.85117000932981	0.000582827454808969	0.00672669596894186	0.000297429503364817
ENSOARG00000010885	101103420	PHLDB1	pleckstrin homology like domain family B member 1	-1.02317295466261	-1.96668251075154	-0.942862984477686	0.0203241514302611	7.13540945699293e-05	0.0454291629492799
ENSOARG00000010939	101122759	NR4A3	nuclear receptor subfamily 4 group A member 3	4.0645427395917	2.82684808346945	4.00063166181708	2.9106359896064e-05	0.000349888265637768	3.42889744792919e-05
ENSOARG00000010962	101119080	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	2.45534465859131	1.43490753582597	2.41754959057385	0.000695290791683695	0.0305559244413592	0.00081116845355821
ENSOARG00000010964		ISG20	interferon stimulated exonuclease gene 20	4.4798444761304	3.26112029411398	4.38884891547491	4.56232045963621e-05	0.000412058766635886	5.23089720787071e-05
ENSOARG00000010973	101112070	OSGIN2	oxidative stress induced growth inhibitor family member 2	1.44057134655675	1.15471586576775	1.36183005984423	5.91845085797213e-05	0.000550449292585491	9.4662317835941e-05
ENSOARG00000011042	101113745	LOC101113745	transmembrane protein 198-like	-1.02839020007275	-1.27888804138948	-0.90474543093038	0.0124895413590719	0.00134853029689281	0.0463453546485484
ENSOARG00000011043		ZC3HAV1	zinc finger CCCH-type containing, antiviral 1	1.40315068281808	1.04022697403317	1.23709277927733	0.00287375272996836	0.0367797121774685	0.00846774963609112
ENSOARG00000011065	101108157	SLCO2B1	solute carrier organic anion transporter family member 2B1	-1.76527738143263	-2.24737512459671	-1.94579435234992	0.00618088424895643	0.00113947614660768	0.00318546455748323
ENSOARG00000011073	101119482	C6orf203	chromosome 8 open reading frame, human C6orf203	-0.987447393927092	-1.01443385073389	-1.0734781695293	0.0494711081807834	0.042042412815885	0.0260270484000087
ENSOARG00000011075	443127	SELE	selectin E	6.42617529833245	4.69213022673393	6.31084249384795	5.21644573787182e-07	4.02655837577979e-06	5.25686308437123e-07
ENSOARG00000011169	101104916		CCAAT/enhancer binding protein (C/EBP), delta	1.10641876473595	1.40907728518023	1.13918634605427	0.00558021435780657	0.000516673150278606	0.00420015347272475
ENSOARG00000011197	101115883	RIPK2	receptor interacting serine/threonine kinase 2	2.23994767242199	1.9488298266545	2.18443574345231	1.37048133123966e-05	4.75711970762461e-05	1.72293737483053e-05
ENSOARG00000011217	101109494	SLC37A2	solute carrier family 37 member 2	-2.30118334865262	-2.71309561215608	-2.21345296950704	0.000132420983282024	5.20405716141469e-05	0.000183236809455762
ENSOARG00000011287	101104963	TDRD7	tudor domain containing 7	1.8119836212785	1.11189804356629	1.6460970823288	0.000786923722681232	0.0357514711779726	0.00180839018034299
ENSOARG00000011305	101122452	SLC16A5	solute carrier family 16 member 5	-1.96987319135723	-2.47779405369313	-1.94231738698205	0.000813491118666028	0.000169348456009191	0.000954985599997916
ENSOARG00000011342	101108418	ARRB1	arrestin beta 1	-1.26765818342011	-1.83447984086736	-1.44298599418186	0.00122673635812928	6.05918743827963e-05	0.000408910450138154
ENSOARG00000011346	101105557		SH2 domain containing adaptor protein B	1.42141356566588	1.5573368702567	1.36688617277736	0.00366760897113466	0.00182625019566316	0.0050805053738999
ENSOARG00000011348	101106661	KCND1	potassium voltage-gated channel subfamily D member 1	-1.55343932937493	-1.92644634197756	-1.82663564739164	0.00346240969276444	0.00073990869810321	0.00122236328588016
ENSOARG00000011372		BATF2	basic leucine zipper ATF-like transcription factor 2	4.18456266759032	2.37597204347543	4.28968083865018	8.86212305996043e-06	0.000457957277662749	6.97377854470196e-06
ENSOARG00000011387	101123539	ENG	endoglin	-1.11929536168114	-1.4011063310238	-1.06431682860592	0.00518216576951059	0.000583024893456938	0.00897407771059944
ENSOARG00000011463	101108867	IER3	immediate early response 3	3.1194712125716	3.3735222168086	3.19723698407746	0.000143357161663848	9.40333215077021e-05	0.000128387260428495
ENSOARG00000011464	101115845	SYT17	synaptotagmin 17	-1.04541194294049	-1.92795402871391	-1.18569288368033	0.0454035611672172	0.000533832020072865	0.0185032827975755
ENSOARG00000011513	101105432	IRF8	interferon regulatory factor 8	2.75279620361479	2.00175622676042	2.63788690596499	6.31883166338043e-06	7.04902564415427e-05	8.42063742784446e-06
ENSOARG00000011604	101109642	FAM111B	family with sequence similarity 111 member B	2.66573533791748	1.76348930867485	2.59597778297735	0.000683454954409973	0.0130109572267731	0.000844498242578788
ENSOARG00000011662		IQSEC3	IQ motif and Sec7 domain 3	-1.58089779622091	-2.18154521655861	-1.4339099247008	0.0085984769575934	0.00104814167581431	0.0156366956939142
ENSOARG00000011678				-1.40367927794925	-1.22829480502077	-1.27978461111363	0.00461356123984678	0.0129822910617649	0.00962610300148011
ENSOARG00000011689	101117371	DEF6	DEF6, guanine nucleotide exchange factor	-2.11196809007178	-2.12550250553834	-2.16221496761597	0.000610785148096409	0.000597475606365706	0.000532938176645152
ENSOARG00000011738	101102203	ICOSLG	inducible T cell costimulator ligand	1.2018704018788	1.01265793100818	1.24120128588604	0.00096482654879179	0.00711837914683252	0.000714155566017546
ENSOARG00000011760	101108948	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5	1.44567302057942	1.73443697176173	1.5973143999289	0.000326879361161485	7.29006253060403e-05	0.000139069038892663
ENSOARG00000011811	101111187	STEAP4	STEAP4 metalloreductase	3.11459392918441	2.36501521649129	3.18108392000495	0.004498543468812	0.0238696251275184	0.0040908642179401
ENSOARG00000011838	101102097	CAP2	cyclase associated actin cytoskeleton regulatory protein 2	-1.16898167612389	-1.13489222973379	-1.22354883937279	0.00250650783749514	0.00336587994054968	0.00162524903875764
ENSOARG00000011846		NTN4	netrin 4	-1.05264835072988	-1.77843430383843	-1.11117652879882	0.00376619315767459	2.88943646770267e-05	0.00200851072065004
ENSOARG00000011891	101121531	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5	-2.38336278405031	-2.46552646462734	-2.34803253849836	4.21933545471504e-06	4.06775446890256e-06	4.67731381703545e-06
ENSOARG00000011933	101121946	ADAP2	ArfGAP with dual PH domains 2	-1.43859236190597	-1.45405258793976	-1.73786086047717	0.00968056147206494	0.00901331464229607	0.00288493450439813
ENSOARG00000011968	101114881	RPH3AL	rabphilin 3A like (without C2 domains)	-1.51401338247935	-2.23501817891785	-1.24740640432445	0.00143295071984145	8.67470625287561e-05	0.00700590993268856
ENSOARG00000011997	101102094	UBA7	ubiquitin like modifier activating enzyme 7	3.4486199263988	2.02977005024435	3.41256117044795	0.000777239687419691	0.0244623652015663	0.000859269249599468
ENSOARG00000012010	101114403	POU2F1	POU class 2 homeobox 1	1.58063597453657	1.83517573057251	1.71048055317802	0.00867773784263763	0.00273254821400569	0.0050805053738999
ENSOARG00000012014	101102843	IDH2	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial	-1.2137549135944	-1.3860306224077	-1.35973369287347	0.00106880137486817	0.000324023047771441	0.000375749273931783
ENSOARG00000012021	443406	IL6	interleukin 6	4.58901910587617	3.82281800580116	4.46871665841727	0.0022972412228752	0.0066158454895459	0.00266558668362376
ENSOARG00000012035	101102915	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C	-1.43328218945508	-2.21860074699625	-1.50840025754859	0.0324600988539405	0.00260966979522788	0.0255081853691438
ENSOARG00000012097	101112004	MSI1	musashi RNA binding protein 1	-1.75048312620174	-2.16198461912152	-1.4922505162494	0.000359259424913225	8.03011402497575e-05	0.00117918702600456
ENSOARG00000012100	101113342	SLC46A3	solute carrier family 46 member 3	-2.48288805366371	-2.8774517350526	-2.55469112813524	0.000144837218668437	6.33824275923304e-05	0.000128387260428495
ENSOARG00000012119	443056	IL15	interleukin 15	4.21097463887108	3.46615422075202	4.2405401641676	7.01987952217803e-05	0.000322051979410237	6.83858727516344e-05
ENSOARG00000012145	101114336	WAS	Wiskott-Aldrich syndrome	-1.23370934333434	-1.11579120934683	-1.0292841088272	0.00657612069142976	0.0159519961173941	0.0325991289281562
ENSOARG00000012170	101116668	TNFRSF25	TNF receptor superfamily member 25	-2.3495756002629	-3.50826742900638	-2.54140698151666	0.000453013475206195	5.52493403917775e-05	0.000298043890763999
ENSOARG00000012180	443088	FLT1	fms related tyrosine kinase 1	2.00750459216121	1.96268576461654	2.04239146144579	0.0169706627475876	0.0203836573969144	0.0157939869172495
ENSOARG00000012185	101115084	RCSD1	RCSD domain containing 1	-1.36224316631878	-2.35134402742074	-1.41684904278476	0.00762337312040164	0.000151349348508665	0.00588584393777418
ENSOARG00000012256	101120766	SERTAD4	SERTA domain containing 4	-2.24029021590415	-2.77671239362063	-2.16395395890402	0.00484852816778414	0.00138255231933371	0.00651737275741782
ENSOARG00000012307	101108744	LRRC25	leucine rich repeat containing 25	-1.37965474984637	-1.7321413640046	-1.6001620710929	0.00377582726195539	0.000660708219017452	0.00131922206505775
ENSOARG00000012325	101104096	RCCD1	RCC1 domain containing 1	-1.35701969971239	-1.1386415811303	-1.16981020737782	0.0159086621211588	0.0499562477760751	0.0435618340501523
ENSOARG00000012340	101118254	C1QL2	complement C1q like 2	2.96485460785595	2.42628279849538	3.07115262616691	3.15049524859963e-05	0.000157854310648126	2.43307419217287e-05
ENSOARG00000012344	101102415		protein phosphatase 1 regulatory subunit 15A	1.55139370021311	1.50987642365295	1.53732968706332	9.87470256880126e-06	1.46539820094899e-05	1.06619551460426e-05
ENSOARG00000012417	101103409	CD300E	CD300e molecule	-2.99011619795452	-3.3291111960557	-3.11234542570811	6.35833450621549e-05	4.04060506903561e-05	5.64568925141803e-05
ENSOARG00000012418	101103993	GDPD1	glycerophosphodiester phosphodiesterase domain containing 1	2.70721759775147	1.94153340360818	2.70402566428655	9.5489742260669e-06	0.000124824602196204	9.63869942821582e-06
ENSOARG00000012449	101122426	CDK17	cyclin dependent kinase 17	1.66212103031008	2.00504860669003	1.57148204670058	0.00126676842953663	0.000304339944377524	0.00207381506807593
ENSOARG00000012470	101119138	SH3TC1	SH3 domain and tetratricopeptide repeats 1	-1.49816683508308	-2.13601623488292	-1.47013288905518	0.00195305327001667	0.000126041302930358	0.00225144349766364
ENSOARG00000012500	101121112	ZNFX1	zinc finger NFX1-type containing 1	1.95533908296012	1.15107250572887	1.86925943972354	0.000209321915523203	0.0169072817437693	0.000322524373135067
ENSOARG00000012526	101110892	SLC25A28	solute carrier family 25 member 28	2.07091654603682	1.57469501136287	1.97977874481752	0.000368739968670417	0.00335200717921989	0.000521064163316927
ENSOARG00000012557	101118490	TIRAP	TIR domain containing adaptor protein	1.61936068607887	2.34400280835284	1.46033595863445	0.00544690084958097	0.000298993101210849	0.0111417906834397
ENSOARG00000012606		CSF3	colony stimulating factor 3	7.85992703299824	6.87394088018992	7.90018948943692	1.38811667395684e-05	5.66454091861884e-05	1.36861253067415e-05
ENSOARG00000012621	101111649	SLCO4A1	solute carrier organic anion transporter family member 4A1	3.15378264169737	3.0070905297748	3.07360246383583	5.09970242148925e-05	7.46608183874623e-05	6.25426399184302e-05
ENSOARG00000012636	101111622	MVB12B	multivesicular body subunit 12B	-1.13503167244367	-1.09701669694456	-1.41852352490171	0.034715298212087	0.0463568451813378	0.00789697110684684
ENSOARG00000012642	101114203	DARS2	aspartyl-tRNA synthetase 2, mitochondrial	-1.14022050351543	-1.06702847311307	-1.26456553625626	0.0188347414632413	0.0335789091646576	0.00896153451042401
ENSOARG00000012646		GPRC5C	G protein-coupled receptor class C group 5 member C	-2.26319296279946	-2.87840593481609	-2.10490460429758	0.00222645772296009	0.000439072770678452	0.00368941425011635
ENSOARG00000012648	101107049	FES	FES proto-oncogene, tyrosine kinase	-2.4666541733332	-2.55896319481481	-2.49919278001687	8.5771187110843e-05	7.2479510366697e-05	7.86448885851665e-05
ENSOARG00000012652	101117148	RTKN	rhotekin	-1.80088311912941	-1.9828362423819	-1.67858539733384	0.00126467039125051	0.000600657849536977	0.00231031243173471
ENSOARG00000012653	101110110	SLC19A1	solute carrier family 19 member 1	-2.22139737197608	-2.15253810912825	-2.25882221255246	5.09970242148925e-05	6.44337600298174e-05	4.71718801091717e-05
ENSOARG00000012673	443255	RCAN1	regulator of calcineurin 1	2.36508705011656	2.55816118448536	2.22937861222915	0.000439090387115878	0.000261857421302728	0.00069172938405256
ENSOARG00000012718	101108228	NFKB1	nuclear factor kappa B subunit 1	2.49208545983285	2.31833228806995	2.40468178188063	6.77119969647784e-07	1.1779265457925e-06	9.95946674541951e-07
ENSOARG00000012721	101110084	TRPM4	transient receptor potential cation channel subfamily M member 4	-1.45111515305483	-1.59160090258346	-1.31820534340927	0.000930510215183442	0.00049670323543573	0.00217504697984063
ENSOARG00000012756	101117364	CDH10	cadherin 10	5.42434601233849	2.93372118981693	5.37565630093686	1.0202732884325e-05	0.00231040697613114	1.15493931488677e-05
ENSOARG00000012768	101107377		interleukin 15 receptor subunit alpha	2.57593674797651	1.91973107941386	2.67772183249146	0.000560723932817274	0.00483934251253117	0.000446306427122952
ENSOARG00000012805	101102701	CEMIP2	cell migration inducing hyaluronidase 2	1.44718424768228	1.48368641147755	1.39827717896013	0.000311026917676599	0.000274828618373188	0.000416451565925394
ENSOARG00000012834	101117677	ATP6V0D2	ATPase H+ transporting V0 subunit d2	-1.06375417033783	-1.60101490951847	-1.52253868752293	0.0405085680560136	0.00207984482646495	0.00308143677033726
ENSOARG00000012838	101120650	DOK1	docking protein 1	-1.39178573584178	-1.23930740340239	-1.4341136900509	0.000233316206553468	0.000709112088929847	0.000191777695099154
ENSOARG00000012852	101122741	CASP7	caspase 7	2.23556628888724	2.04400233511983	2.08678953069442	0.000133230709103528	0.000294495933882271	0.000237021243001773
ENSOARG00000012860	443435	IL2RA	interleukin 2 receptor subunit alpha	6.17436533864311	3.95133516278027	5.93913502550238	1.38829465826947e-05	0.000514680527456493	1.91424057306754e-05
ENSOARG00000012871	101114874	PNRC1	proline rich nuclear receptor coactivator 1	1.27794387061019	1.05978265344432	1.33461977730086	0.0038957897744064	0.0218917571756575	0.00269072678369733
ENSOARG00000012875	101107310	BLM	BLM RecQ like helicase	-1.864031641977	-1.41148387808143	-1.68756643832344	8.58159504611721e-05	0.000747394425469932	0.000195139226096236
ENSOARG00000012936	101103355	CD83	CD83 molecule	2.17763795208506	2.37062611882107	2.13331797724007	4.27162545343956e-05	2.71115154711581e-05	5.09669220113794e-05
ENSOARG00000012948	101122510	FHL2	four and a half LIM domains 2	-0.972757095282432	-1.67130951403615	-1.06515676850942	0.042838244484298	0.000442123922188487	0.0202894142011901
ENSOARG00000012972	101102178	MYO10	unconventional myosin-X	1.26767333759253	1.50044541739162	1.37016204349935	0.0156423073195505	0.0049261995520054	0.00926534211047665
ENSOARG00000012997	101118952	GNA15	G protein subunit alpha 15	-1.81576013255831	-2.57382458162039	-2.06338895534034	0.000550190753023271	5.34572481602732e-05	0.000214236710540393
ENSOARG00000012999	101106107	ZC3H12C	zinc finger CCCH-type containing 12C	1.57712083093882	1.37584272464582	1.56459561505499	0.000212654077907742	0.000690577223123898	0.000244448016932892
ENSOARG00000013013	101114245	SYN1	synapsin I	1.38567435062634	1.06210931059376	1.63544681716757	0.00246704496089186	0.026741314112725	0.000659140640665567
ENSOARG00000013025	101103249	SLC43A2	solute carrier family 43 member 2	-2.2628753889087	-2.68390453506888	-2.38581446689909	3.93967453723256e-05	1.41555784595524e-05	2.74780575584364e-05
ENSOARG00000013043	101106445	TTYH2	tweety family member 2	-1.37936294439044	-2.00327533250588	-1.1351886123443	0.00120812889733681	6.90881795578167e-05	0.00770464390423879
ENSOARG00000013051	101107829	SDHAF2	succinate dehydrogenase complex assembly factor 2	1.46418204074397	1.2734065532142	1.39039975305087	0.0040048026081042	0.0116475988742042	0.00597279873815353
ENSOARG00000013071	101113597		cilia and flagella associated protein 206	-1.60935217289718	-1.81692849492188	-1.73792353096268	0.0112168223498041	0.00503101931486992	0.00710653362633428
ENSOARG00000013078	101123580	DENND5A	DENN domain containing 5A	1.29864258928358	1.2512647058064	1.32405061842617	0.000953766505438093	0.00141591378754767	0.000836352075336119
ENSOARG00000013096	101102552	IL18R1	interleukin 18 receptor 1	2.19959240092282	1.66863435260534	1.89931705724653	0.000530767595551268	0.00582478821750372	0.00203965304097835
ENSOARG00000013109	101103426	ANKH	ANKH inorganic pyrophosphate transport regulator	-0.973397527644432	-1.70328350745694	-0.940291154927944	0.0169870292026611	8.29541144559169e-05	0.0255081853691438
ENSOARG00000013111	101109529	IL1RL1	interleukin 1 receptor like 1	2.0847109811715	2.07349062904233	1.99054723781598	0.00651071554239833	0.00695146869204782	0.00929010646830515
ENSOARG00000013146	443472	IL12B	interleukin 12B	9.0340571158689	7.54443465491826	9.42813552275617	6.09468642586658e-05	0.000299454730542262	4.70879297424924e-05
ENSOARG00000013159	101103308	IL1R2	interleukin 1 receptor type 2	1.4769328066201	1.25816489219342	1.30635476761938	0.00387613314553152	0.0142233416664299	0.010950302700943
ENSOARG00000013161	101110364	MMP11	matrix metallopeptidase 11	-1.44576905286613	-1.235160599611	-1.65382096269531	0.00671871790156049	0.0205593761068056	0.00296335940024288
ENSOARG00000013203	101117042	HIP1	huntingtin interacting protein 1	-1.03463687016846	-1.80475289427097	-0.988886283395034	0.0282931614160909	0.000291228960533236	0.0432129521373565
ENSOARG00000013206				1.36045827426543	1.21330532446393	1.35403023937196	0.00961941489148535	0.0229119139002591	0.0103123958681697
ENSOARG00000013208	101112131	DENND2A	DENN domain containing 2A	-0.943707140764062	-1.54562988725548	-1.00904371358395	0.012498705864464	8.1273057226563e-05	0.00594934969118354
ENSOARG00000013211	101109511	KANK1	KN motif and ankyrin repeat domains 1	-0.940525682862282	-1.42045863537792	-1.04951083285896	0.00988759242936829	0.000109124553176	0.00260504350132381
ENSOARG00000013260		PRR12	proline rich 12	-1.23159338543352	-1.23242824076488	-1.00845601723869	0.000910048245016752	0.000904632838452311	0.00891685619770213
ENSOARG00000013303	101117143	VLDLR	very low density lipoprotein receptor	2.49274101964416	1.3615597515118	2.41409448780124	5.15904156822546e-05	0.00598346912606976	6.6270914847669e-05
ENSOARG00000013335	780485	IRF3	interferon regulatory factor 3	1.93379165363415	1.17298416918982	1.80926600995728	0.00114012620438197	0.0436789107062418	0.00200401103282176
ENSOARG00000013374	101113269	CAPN5	calpain 5	-1.27860603473568	-2.01550664132525	-1.09275961384573	0.00888051383397041	0.000349888265637768	0.0314892235611146
ENSOARG00000013402	443366	PTGFR	prostaglandin F receptor	2.00819491509059	1.97264104872054	1.99219011315606	0.00449859130540792	0.0052613133130272	0.00491558320360262
ENSOARG00000013427	101118209	PTPN1	protein tyrosine phosphatase, non-receptor type 1	2.33987842051583	1.53447483575315	2.31252902434643	2.62960824297581e-06	8.34748479155026e-05	2.8818887817208e-06
ENSOARG00000013475		CECR2	CECR2, histone acetyl-lysine reader	-1.57902797022275	-1.40979283108394	-1.9407339617697	0.0217114663155896	0.0380186536513543	0.00744818383306416
ENSOARG00000013480	101113909	JAK2	Janus kinase 2	2.73207614282149	1.85993383319836	2.61205424460792	3.9692171070097e-05	0.000711129596828173	5.38266624184717e-05
ENSOARG00000013486	101115406	TMEM251	transmembrane protein 251	-1.18875948242782	-1.24054655195849	-1.28621047919094	0.0125663309849198	0.00887587888738997	0.00690471510934428
ENSOARG00000013509	101115003	CD274	CD274 molecule	3.69445360452336	3.03218855580757	3.7220941646864	2.8239729843107e-06	1.28992680173684e-05	2.8818887817208e-06
ENSOARG00000013573	101112178	TNFAIP8L2	TNF alpha induced protein 8 like 2	-2.81498752159814	-3.30533945050845	-3.00251125965948	0.000698005901834768	0.000298993101210849	0.000513501930421921
ENSOARG00000013617		PLXND1	plexin D1	-1.23402625236624	-2.11690915150579	-1.25858209552736	0.000187614392209674	2.17877966232808e-06	0.000158546403506332
ENSOARG00000013655	101111802	MAST3	microtubule associated serine/threonine kinase 3	-1.15468805752567	-1.39373662443085	-1.00388238915114	0.00736776834735069	0.00129221875064988	0.0279411241740183
ENSOARG00000013671	101120573	GADD45B	growth arrest and DNA damage inducible beta	1.83629449569039	2.04918721789018	1.915523320384	0.000768296737691009	0.000349888265637768	0.000549220778379105
ENSOARG00000013672	101117476	GLDC	glycine decarboxylase	-0.977291726693437	-1.90364934364735	-0.986000840564181	0.016419697702562	4.04060506903561e-05	0.0157535194762913
ENSOARG00000013677	101114462	IL4I1	L-amino-acid oxidase	2.04528059570018	1.26420368463673	1.88132873688762	5.86320967124931e-05	0.00332336293258696	0.000113633453644581
ENSOARG00000013700	101114408	LOC101114408	carbonyl reductase	-1.21562727053597	-0.983368084369515	-1.33370937192874	0.00214883957755364	0.0189795880038639	0.00089228484436747
ENSOARG00000013732	101118792	ARHGAP18	Rho GTPase activating protein 18	-1.47761550761799	-1.36272777392753	-1.5821872686705	0.00510231358272823	0.00865276095878669	0.00332615138178869
ENSOARG00000013742	101108898	LHX2	LIM homeobox 2	-1.31307220297005	-1.31286774078131	-1.14707768187145	0.00652626410977821	0.00620968459859382	0.0197382624090286
ENSOARG00000013765	101101980	TCF7	transcription factor 7	-1.3390249967628	-2.13636752451142	-1.46535766183797	0.028385232130172	0.00155083990139605	0.0187580008109233
ENSOARG00000013847	101114538	KCNJ2	potassium voltage-gated channel subfamily J member 2	2.51723141998794	2.64448146095136	2.5228851695982	0.00603765265714683	0.004164340551292	0.00610550165108007
ENSOARG00000013883	101114695	ARID5A	AT-rich interaction domain 5A	2.20870479167292	1.82688577512374	2.16464566472182	0.000282642187787217	0.00128086783414097	0.000345873799901053
ENSOARG00000013885	101122538	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2	-0.927329837358	-1.41786058103584	-1.15100591615987	0.0368626331312483	0.000607178860719043	0.00445975575480229
ENSOARG00000013920	101116999	WDR81	WD repeat domain 81	-1.48272621980073	-1.61231905662929	-1.32203854185188	0.0027893714320488	0.00149429824658042	0.00689746312170017
ENSOARG00000013922	101115725	TAF3	TATA-box binding protein associated factor 3	2.04278546504982	1.60997924898996	1.89368046339423	0.00541884623671282	0.0254432435147495	0.00922744960920575
ENSOARG00000013927	101104530	LOC101104530	ras-related protein Rap-2c-like	-1.05534039015729	-1.77330398110019	-1.09534873233233	0.00548239118752645	5.08007095824495e-05	0.00366185903945891
ENSOARG00000013952	101115929	MORC3	MORC family CW-type zinc finger 3	1.40893507191636	1.04110012074518	1.28865465158219	0.000722773594094096	0.0141538195977177	0.0016980089472663
ENSOARG00000013970	101117176	RAB11FIP4	RAB11 family interacting protein 4	-1.50258362376819	-1.18625412963978	-1.28614899191475	0.0043983413098663	0.0222625672222388	0.0131139152817387
ENSOARG00000014037		LRRC4B	leucine rich repeat containing 4B	-1.66404838291056	-2.72072627351032	-1.52569148860383	0.00449859130540792	0.000194894798521293	0.00796569290258076
ENSOARG00000014051	101111922	ALDH3B2	aldehyde dehydrogenase family 3 member B1	-1.91316310054224	-2.46046942822545	-1.95401597138578	0.000205023951691878	4.04060506903561e-05	0.000185374810600711
ENSOARG00000014071	101119130	TRIOBP	TRIO and F-actin-binding protein	-1.34586575145487	-1.25652299723919	-1.26561997160601	0.00133718990666012	0.00251788718289299	0.00247008591061376
ENSOARG00000014098	101119092	ATAD1	ATPase family, AAA domain containing 1	2.14859271805703	1.4330320641208	2.09436288583435	5.62143964374762e-05	0.00149429824658042	6.82862859392676e-05
ENSOARG00000014103	101117790	NOCT	nocturnin	3.52262523196952	3.67755769764158	3.51327771100043	5.21644573787182e-07	3.55985149954551e-07	5.34512924827854e-07
ENSOARG00000014116	443551	PTGS1	prostaglandin-endoperoxide synthase 1	-1.84833509177368	-2.80521236057733	-1.58296811148232	0.00422881182630034	0.000305263219646723	0.0116522748757472
ENSOARG00000014119	101107973	RARA	retinoic acid receptor alpha	-1.04099368285516	-1.50815976911972	-0.951465410892369	0.00659443169912786	0.000183212381329347	0.0181979658672889
ENSOARG00000014137	101119985	MAT2B	methionine adenosyltransferase 2B	1.86510712820278	1.12540929786656	1.74935182472842	0.0008985493147151	0.0412188344120886	0.00154714914028525
ENSOARG00000014164	101108417	NLRX1	NLR family member X1	-1.4993583489133	-1.49385836967721	-1.46803601305253	0.000102470131999291	0.000110781321969941	0.000121186106857608
ENSOARG00000014170	101118080	NABP1	nucleic acid binding protein 1	3.09492912434544	2.59027290026252	3.08787225527285	8.06603223109218e-06	2.89772562058553e-05	7.6533142610731e-06
ENSOARG00000014177	101121261	DOT1L	DOT1 like histone lysine methyltransferase	0.876474000515067	1.53044332089629	0.86728539979663	0.0104320948645902	1.981338397251e-05	0.0125860553300329
ENSOARG00000014188	101123048	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	-1.11473416850939	-1.59117318293358	-1.15964940118109	0.00898364002911807	0.000412058766635886	0.00629754926628857
ENSOARG00000014195	101118760	TMEFF2	transmembrane protein with EGF like and two follistatin like domains 2	1.50539506517044	2.72554645704901	1.66070292151527	0.00713996019632908	6.07767470042709e-05	0.00366349574023849
ENSOARG00000014206	101109571	RAB3IL1	RAB3A interacting protein like 1	-2.68637076146114	-2.52427365160554	-2.51426682719833	0.000594522352500969	0.000850883322730692	0.000927690351106731
ENSOARG00000014227	101108241	SUCO	SUN domain containing ossification factor	1.4305985667894	1.26811034577624	1.37611770278687	0.00140013656398009	0.00410170391689762	0.00200401103282176
ENSOARG00000014239		NFATC2	nuclear factor of activated T cells 2	-1.28518920754519	-2.48685195292137	-1.51163945760377	0.0125663309849198	0.000143456545674274	0.00434092849810798
ENSOARG00000014240	100303607	CTGF	connective tissue growth factor	-2.32809532282941	-2.74855345045465	-2.28536820760888	0.000412119592769223	0.000142203202303752	0.000485164751309966
ENSOARG00000014292				-2.04495560065735	-2.39504436051406	-1.8990085058498	0.000185889512729577	6.61631372002098e-05	0.000347775427078314
ENSOARG00000014296	101106208	KLHDC8B	kelch domain containing 8B	-1.9009776627793	-1.2174718490507	-1.89574999184255	0.00313972178073738	0.0480405885047246	0.00341043272845476
ENSOARG00000014352	100170320	ADRB2	adrenoceptor beta 2	-2.29339895585936	-2.67523648126276	-2.30739192980052	0.000337661494056751	0.000123499643654826	0.000344998161904165
ENSOARG00000014364	100272002	PIM1	Pim-1 proto-oncogene, serine/threonine kinase	1.88260772481715	1.52990269949351	1.88854443462695	9.88677396289653e-06	6.73825917820116e-05	9.77500977299638e-06
ENSOARG00000014413	101117112	LOC101117112	interferon alpha-inducible protein 27-like protein 1	4.04633504498663	2.19088927897224	4.07761943970039	8.19383321672969e-05	0.0068467103707303	7.83783492955063e-05
ENSOARG00000014416	101112130	TMEM243	transmembrane protein 243	1.51305692800851	1.13742771825087	1.14636247845813	0.00339697599121037	0.0333144486498267	0.0319169378829817
