ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100_1_hit.vs.LPS100_2_hit.logFC	LPS100.A10_1_hit.vs.LPS100.A10_2_hit.logFC	LPS100.B100_1_hit.vs.LPS100.B100_2_hit.logFC	LPS100_1_hit.vs.LPS100_2_hit.p.value	LPS100.A10_1_hit.vs.LPS100.A10_2_hit.p.value	LPS100.B100_1_hit.vs.LPS100.B100_2_hit.p.value
ENSOARG00000015347	101106952	KPNA2	karyopherin subunit alpha 2	1.37814683543631	1.6679332388556	1.33937380838788	0.0154066781548516	0.00536222190167264	0.0177553535348084
ENSOARG00000015349	101120614	MS4A8	membrane spanning 4-domains A8	5.36513300779539	7.17353151786917	4.96971249679348	3.46471603660251e-06	1.93318236989023e-06	5.80841954433472e-06
ENSOARG00000015352	101120384	HAND2	heart and neural crest derivatives expressed 2	4.77666489232088	4.34573474886644	4.23334416465903	0.00487532066935064	0.00382934080057794	0.0114854193779888
ENSOARG00000015354	101113714		LDL receptor related protein 5	1.42239060243202	0.883493314027259	1.28890958497012	0.000452852342370509	0.039367356718267	0.000998634691969145
ENSOARG00000015356	101121321	ELF4	E74 like ETS transcription factor 4	2.55837525291781	2.54285218113984	2.27150886949805	3.86057942280031e-05	6.14307164480133e-05	9.71380644978931e-05
ENSOARG00000015360	101120634	SCRG1	stimulator of chondrogenesis 1	2.97302884262386	2.74657072244445	2.91505149572282	0.000131055825315816	0.00020798138933909	0.000174953023513918
ENSOARG00000015361	101120039	DPH3	diphthamide biosynthesis 3	-1.09460249550741	-1.40789938216344	-1.28558936686351	0.0115910629099505	0.0014025073377587	0.00265810229889933
ENSOARG00000015381	101103490	ATP1B2	ATPase Na+/K+ transporting subunit beta 2	-2.25441541420617	-1.77151908966958	-2.66533109779235	0.00498915629345235	0.0187235879462719	0.0015517851291044
ENSOARG00000015382	101120892	HMGB2	high mobility group box 2	1.77369008643378	1.27096458325772	1.75815103309276	0.00594185113376557	0.0409581143271128	0.00637422355542612
ENSOARG00000015384	101102938	TMEM40	transmembrane protein 40	2.58621723142462	3.26258887241961	2.41821863694642	0.00175356049804352	0.0010311850290122	0.00275463242703976
ENSOARG00000015392	101113521	SHCBP1	SHC binding and spindle associated 1	2.84408145971936	2.70794989078025	2.46710510346181	0.00369822198204257	0.00764050615658725	0.00606377016285363
ENSOARG00000015406	101110264	DIXDC1	DIX domain containing 1	-1.89401214268494	-1.9961193237905	-2.09766226429989	0.0009141278907339	0.000659214758466247	0.00043399808413191
ENSOARG00000015412	101107206	C17orf58	chromosome 11 open reading frame, human C17orf58	2.95031237299417	2.75738463402142	2.42770985885854	0.00082159787051287	0.00162095797928224	0.00248878750495976
ENSOARG00000015414	101114579		trichohyalin-like	4.32094760068916	6.06422320987982	4.53481220666657	0.00256583056838813	0.00117843391037953	0.00220051806762061
ENSOARG00000015424		C1QTNF5	C1q and TNF related 5	2.28225559102715	2.62339407545987	2.31286386618122	4.63643725142966e-05	1.75485057222774e-05	4.53275403776031e-05
ENSOARG00000015430	443400	CSF2	colony stimulating factor 2	-2.50619829730484	-2.74000947640069	-2.87821738658688	0.0152038634806787	0.0106600903351161	0.00729316468493656
ENSOARG00000015432	101120875	LOC101120875	guanylate-binding protein 6-like	3.0681308739746	4.41700921302049	3.16104662076858	0.0134450337206653	0.00353937403004664	0.0116882168676999
ENSOARG00000015434		HNRNPA0	heterogeneous nuclear ribonucleoprotein A0	-1.01605667773708	-1.01727959855859	-1.01034359371227	0.0245607717915515	0.025690958458384	0.0246155288937789
ENSOARG00000015437	101118457	TSR1	TSR1, ribosome maturation factor	-1.84660927991795	-1.67711141510283	-2.11798496706478	0.00018612568432199	0.000509784518006593	5.91918354297969e-05
ENSOARG00000015440		RFTN1	raftlin, lipid raft linker 1	3.02278938123683	3.21716309333601	3.29543506176274	0.000214074495478338	0.000180586282307031	0.000132608215716329
ENSOARG00000015443				2.72188059041046	1.92545646400287	2.81404725504275	1.29761846611476e-05	0.000176357711871188	1.14449133044666e-05
ENSOARG00000015446	101107994	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	2.41774307123843	2.36249554303536	2.73162227163511	0.000522138208811625	0.000777732453622672	0.000241340643425
ENSOARG00000015457	101120171	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	1.89272033656485	1.38052655366934	1.80900862721397	3.5825117747277e-05	0.000594116610214501	5.4760700935338e-05
ENSOARG00000015477	101112930	GLB1	galactosidase beta 1	1.13341562005855	1.19920019320559	0.974573972194955	0.00135857656755804	0.000837440600697579	0.00701046151144339
ENSOARG00000015491	101123442	KIF4A	kinesin family member 4A	2.37933088123888	2.31359384227574	2.16224527199207	0.00136516562045526	0.00252566183943054	0.00281787515655458
ENSOARG00000015492	101109488	ABHD17C	abhydrolase domain containing 17C	-1.14419637540726	-1.43815030480901	-1.39379898248267	0.0241608914545964	0.00464482221213929	0.00572223362562608
ENSOARG00000015502	101123208	RPS23	ribosomal protein S23	1.21863148854145	1.1813735896419	1.2574472804887	0.00289180196677847	0.0040124065718556	0.00213318412617222
ENSOARG00000015506	101118731	STX2	syntaxin 2	2.03343327267211	1.17822651380338	2.07766364881858	9.63489713959555e-05	0.00821766499444703	9.60520816835704e-05
ENSOARG00000015517	101114488	PLCL2	phospholipase C like 2	2.70379041230398	2.78409009235036	2.83724397103531	8.97467254699982e-05	6.89325655037303e-05	8.85597465298934e-05
ENSOARG00000015533	101109346	WASHC3	WASH complex subunit 3	1.44707454973858	1.73339835991231	1.56459737031904	0.0021838704632954	0.000714105527128956	0.00137071292709231
ENSOARG00000015534	101123629	ATP6AP1L	ATPase H+ transporting accessory protein 1 like	4.75131312656419	4.78783509884151	4.57192779797751	0.000290904206080788	0.000974694564596318	0.000384680873858853
ENSOARG00000015541	101115008		SH3 domain containing ring finger 1	-1.28321129574795	-1.70526866455628	-1.30227428014109	0.00506807784998111	0.000583044705758639	0.00420142958427894
ENSOARG00000015553	101114619	GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1	0.953731595643485	1.11890176089825	0.870506499377881	0.0129428618048512	0.00273286338085464	0.0318391269563502
ENSOARG00000015554	101103692	POLR3E	RNA polymerase III subunit E	-1.76491694984426	-1.43288377887959	-1.90307581884971	0.000516868336234604	0.00271881569783002	0.000270047420157532
ENSOARG00000015563	101121127	CCDC86	coiled-coil domain containing 86	-1.48042598291491	-1.31863995003344	-1.51118170908051	0.00315772755385502	0.00772321497256789	0.00256719182575543
ENSOARG00000015564	101121383	LRRC8B	leucine rich repeat containing 8 VRAC subunit B	-1.65799970357613	-1.61064463336391	-1.74440556123442	0.00153471071965889	0.00211219577543743	0.00105645241357918
ENSOARG00000015568	101117086	SDCBP	syndecan binding protein	1.25932458078569	1.03456851681523	1.08588345689299	0.000487459464971859	0.00427853625271447	0.00220496951842464
ENSOARG00000015579	101123640	LRP12	LDL receptor related protein 12	-1.46105785391752	-1.27207001621708	-1.48974160615621	0.000794331390682398	0.00312824078402157	0.000681352751638084
ENSOARG00000015591	101119599	TRUB1	TruB pseudouridine synthase family member 1	-1.50155855817163	-1.29142465570724	-1.8388493244536	0.0116856635214555	0.0303151444380173	0.00342146580595417
ENSOARG00000015592	443371	KITLG	KIT ligand	-2.73670316386787	-2.58187298642884	-2.67396756794407	9.21088113899105e-05	0.000178127721441228	0.00011610684256936
ENSOARG00000015634	101123353	MARS2	methionyl-tRNA synthetase 2, mitochondrial	-1.11380178557192	-1.11985541438797	-1.40495142379434	0.0108726416017782	0.0114630650411983	0.00134021173636214
ENSOARG00000015643	101114840	ZNF326	zinc finger protein 326	-1.38156538129477	-1.15369815002137	-1.43463891135365	0.00579811097122349	0.025690958458384	0.00426861253261514
ENSOARG00000015650	101102070	DPYS	dihydropyrimidinase	2.25797499591639	2.07168601293908	1.85207860587344	0.014970832314632	0.0379966759965956	0.039007838668365
ENSOARG00000015665	101109094	MAD2L1	mitotic arrest deficient 2 like 1	1.65055759430976	1.85046739341375	2.22242857294766	0.00750460915551516	0.00385855009388103	0.00145242553663654
ENSOARG00000015666		TLNRD1	talin rod domain containing 1	1.209055692311	1.40909068296297	1.20971995127061	0.00494102826183401	0.00155209674133115	0.00459311225285458
ENSOARG00000015700	101113440	SUSD5	sushi domain containing 5	1.98694744561611	1.61616395432907	1.83933908313551	0.00274081252798867	0.0114987117920002	0.00438656681511252
ENSOARG00000015718	101102917	PTPRC	protein tyrosine phosphatase, receptor type C	3.29036877834865	3.18062497240666	3.16341226486959	1.43402612499791e-05	2.30855634126813e-05	1.980194981605e-05
ENSOARG00000015723	101102372	PLCL1	phospholipase C like 1 (inactive)	3.00837670181622	2.24428744570583	2.87551055094711	0.000168431212297272	0.00122632462575101	0.000235221409588678
ENSOARG00000015724	101118698	EDIL3	EGF like repeats and discoidin domains 3	-1.41807992753634	-1.47711870090071	-1.52140836426574	0.00121195615156218	0.00107938765015878	0.000666958942861374
ENSOARG00000015727	101112967	LUM	lumican	-1.48155743585324	-1.65885390117713	-1.50101613051007	0.000317026821543414	0.00015406035371733	0.000297828966979919
ENSOARG00000015730	101118372	LOC101118372	quinone oxidoreductase-like protein 2	3.75973820083902	3.39570066487292	3.73797610587952	4.72158341025388e-05	0.000103903873159605	5.67957231134985e-05
ENSOARG00000015735	101102389	ACSL6	acyl-CoA synthetase long chain family member 6	4.79252217143757	4.91584037798409	3.74657787667722	9.30102546076147e-05	0.000131355853230067	0.00030005529473302
ENSOARG00000015737	443048	DCN	decorin	5.22479376938836	4.50819425428054	4.88753183712197	3.20080525428187e-07	6.32577298056572e-07	3.81269891829598e-07
ENSOARG00000015742	101116938	IL16	interleukin 16	3.2627153984036	3.25423359902425	3.42000307336678	0.00068503262759758	0.00127867442051028	0.000575980253385647
ENSOARG00000015747	101104921	ELAC2	elaC ribonuclease Z 2	-1.58154108964331	-0.970427321406064	-1.58851542939372	0.000376948503500317	0.0308138856527589	0.000358658923601332
ENSOARG00000015749	101102115	SLC12A9	solute carrier family 12 member 9	2.46081812401983	1.76353651554235	2.67978004600918	0.0052286208986622	0.0333276213245562	0.00328435957947281
ENSOARG00000015775	101109822	GPT2	glutamic--pyruvic transaminase 2	-1.88074014427578	-1.87266859994178	-2.05581175321375	0.00047865399807558	0.0005370821599624	0.000222774079641376
ENSOARG00000015776	101116190	C21orf91	chromosome 1 open reading frame, human C21orf91	2.7480416888159	2.28585310404919	2.36225650986161	0.000722109328196203	0.00263872591944765	0.00180511599801639
ENSOARG00000015778	101117196	STARD5	StAR related lipid transfer domain containing 5	2.58797110200446	2.24641856217618	2.85164093721388	7.25559802725651e-05	0.000237720897101805	4.64408575177347e-05
ENSOARG00000015804	101121638	TMEM132A	transmembrane protein 132A	-0.936022897056524	-0.969884046822907	-0.911417925243098	0.0343663132760195	0.0274638898143719	0.0417230555399366
ENSOARG00000015808	101119892	PQLC3	PQ loop repeat containing 3	2.57659987986765	1.97233942640382	2.37556109340251	2.02742984840171e-05	0.000195282511990679	4.11422405338011e-05
ENSOARG00000015820	101104207	IMP4	IMP4, U3 small nucleolar ribonucleoprotein	-1.71624336229355	-1.36835444812649	-1.63719122420563	0.000124161085729646	0.00096569913137284	0.000192353788010522
ENSOARG00000015824	101116014		shugoshin 1	1.97984123472695	2.09481682875907	3.21487968650809	0.0181990471873022	0.0219393372057771	0.00195469293103082
ENSOARG00000015829	101116547	PTPN18	protein tyrosine phosphatase, non-receptor type 18	2.45452414967724	2.18464853408976	2.63321363861856	0.000119419546955891	0.000278874745488831	9.56567411426819e-05
ENSOARG00000015835	101115992	SDF2L1	stromal cell derived factor 2 like 1	1.15594679231934	1.75260567906593	1.28578749391201	0.0312471113102804	0.00235707417214576	0.0156176671547123
ENSOARG00000015847	101121534	MYL9	myosin light chain 9	2.21277832386952	2.4574670644234	2.10237629324562	0.000955136131906498	0.000529651217095281	0.00130697212943054
ENSOARG00000015856		IGF1	insulin like growth factor 1	2.70810894991103	1.69116414924466	2.38607401893136	0.00134426475018793	0.0355658442309642	0.0022935684850968
ENSOARG00000015860				-1.2174553813187	-1.38857554990492	-1.3735213328265	0.0203071834253265	0.00923865596893636	0.00868329908070816
ENSOARG00000015864	101115017	SOCS2	suppressor of cytokine signaling 2	-1.41900566992971	-1.51742894286	-1.36624666381259	0.00339579513684143	0.00253218531955225	0.0043236851733111
ENSOARG00000015866				2.7003631689406	2.87018036382373	2.57244785007	4.57928131966336e-05	3.63432206193671e-05	6.52554526995481e-05
ENSOARG00000015873	101109352	KIF20A	kinesin family member 20A	2.33997278988024	2.68787641424619	2.29272503402792	0.00281351645445435	0.00180591265502983	0.00343195784952741
ENSOARG00000015876	101105858	IL17RB	interleukin 17 receptor B	3.53537988474799	5.08268374357829	4.37621529219703	0.000203559636580886	8.86984503634775e-05	0.000137419419262068
ENSOARG00000015882	101111828	PPFIBP2	PPFIA binding protein 2	1.49110037371995	1.85148958785634	2.901961927804	0.0285517888720634	0.0171689850777011	0.001241745642568
ENSOARG00000015885	101117675	TOX	thymocyte selection associated high mobility group box	-1.85817465908189	-2.7574597173893	-2.2028990045425	0.000225396494525556	1.22190173542608e-05	5.65803447961993e-05
ENSOARG00000015886	101113063	RAVER1	ribonucleoprotein, PTB binding 1	-1.13021769421651	-1.11021350723806	-1.23124002023382	0.00368347019186296	0.00479185450392601	0.00150163037185486
ENSOARG00000015899	101103994	EFNB3	ephrin B3	-2.02951473198024	-1.84131861942145	-1.85371911004254	0.00158482326094787	0.00507325581205239	0.00340979989992469
ENSOARG00000015903	101109828	CEP72	centrosomal protein 72	1.80461073993579	1.71551754195761	1.55841631018648	0.0103828266504676	0.00991185379339211	0.0248829248965458
ENSOARG00000015905	101112730	EIF4E	eukaryotic translation initiation factor 4E	1.94624020879383	1.73663120049733	1.85295292838701	0.0163649938199104	0.0318992757497433	0.0200387976337626
ENSOARG00000015920	101106293	PAK1IP1	PAK1 interacting protein 1	-1.29987921196896	-0.897460210958177	-1.45684423907362	0.000460542522174069	0.0272672561349779	0.000153440997655996
ENSOARG00000015922	101113326	ICAM3	intercellular adhesion molecule 3	1.74834995136498	1.96954188865862	1.54836815016954	0.00443935308176086	0.00235707417214576	0.00999135060417928
ENSOARG00000015934	101123250	PCGF5	polycomb group ring finger 5	1.1270315012563	1.55453184213297	1.39246878565613	0.0260171334371509	0.00482083796498872	0.00693309484108471
ENSOARG00000015940	101116038	TMCC3	transmembrane and coiled-coil domain family 3	2.73849165305909	1.69159596234954	2.57759343652843	1.47425774860341e-05	0.000632036914454389	2.41566541100642e-05
ENSOARG00000015948	101117702	MCEE	methylmalonyl-CoA epimerase	1.34035107088352	1.01241688297215	1.28336725047386	0.00178417276965849	0.0227332096944611	0.00260558028517046
ENSOARG00000015954	101103625	SPATS2L	spermatogenesis associated serine rich 2 like	2.82346440612025	1.99857262194562	2.66582523094646	0.0026345841205571	0.018484797679734	0.00346143079206382
ENSOARG00000015959	101121143	ZAN	zonadhesin	2.54647156912679	2.80354197052039	2.9058154930628	0.00174855651480209	0.0045358636964181	0.000905178412259074
ENSOARG00000015960		KCTD12	potassium channel tetramerization domain containing 12	3.35294081820599	3.05542382243435	3.09431974618229	0.000127058795171339	0.00024269702027076	0.000209539908970424
ENSOARG00000015964	101104153		transforming acidic coiled-coil-containing protein 3	1.48923655530319	1.3559356673237	1.38937979726994	0.00835059660284837	0.0155083860732871	0.0122804108125349
ENSOARG00000015971	101104452	IGSF6	immunoglobulin superfamily member 6	4.09884226739357	3.67902286011222	4.41403131897761	0.000523836489716096	0.00933223896367031	0.000641621005997565
ENSOARG00000015974	101122065	SLC15A3	solute carrier family 15 member 3	3.68020904363066	3.51128815096761	3.36464902555335	7.44920619949267e-06	1.07551160540981e-05	1.35056675218416e-05
ENSOARG00000015995	101107845	POLR2D	RNA polymerase II subunit D	-1.58955035597033	-1.07714950485947	-1.59660128470758	0.000232260241856188	0.00923013825359771	0.000232255120167885
ENSOARG00000016003	101102743	ACOD1	aconitate decarboxylase 1	2.58293927621957	2.38854917554523	2.53965152902121	0.00145700802153405	0.00320817648133186	0.00157028113481848
ENSOARG00000016010				1.73041836527732	1.46722142978318	1.76029600051635	3.71435854139468e-05	0.000193791736452496	3.59730956908142e-05
ENSOARG00000016024	101108888	LIMS2	LIM zinc finger domain containing 2	2.08635884936715	1.50245902890337	2.06818315971206	2.7738546463781e-05	0.000464068790461453	3.14539002406941e-05
ENSOARG00000016027	101116878	USP25	ubiquitin specific peptidase 25	2.43670567604274	1.99375414357338	2.44639443306491	0.000108269295795169	0.000583044705758639	0.000111378759264047
ENSOARG00000016045	101105252	NAAA	N-acylethanolamine acid amidase	-1.59180369886539	-1.37344288636465	-1.57419421570657	0.000115035532006488	0.00049399273356554	0.000133516097040133
ENSOARG00000016047	101102437	TGFBR3	transforming growth factor beta receptor 3	-1.57007020588165	-2.56503053476344	-1.59947728840914	0.00507097427399143	0.000136940328054129	0.00462653821774556
ENSOARG00000016050	101121779	REEP5	receptor accessory protein 5	2.06198483088025	1.19163119366504	1.75198425132456	9.71034270244792e-05	0.00739298531848289	0.000365111121579554
ENSOARG00000016052	101104557	AOX1	aldehyde oxidase 1	7.54320907996935	6.67843423680124	6.80677904658329	7.40779072414724e-07	1.79697352959132e-06	1.63935460648704e-06
ENSOARG00000016069	101112085	OLFML1	olfactomedin like 1	7.56595534147467	6.35547664982262	8.14368530981103	7.77411806469991e-06	3.3491178787509e-05	7.4993377909512e-06
ENSOARG00000016072	101123251	TWNK	twinkle mtDNA helicase	-1.58319265307223	-1.31526662388031	-1.83444199180051	0.000621953435307035	0.00316751068634862	0.00017709802511562
ENSOARG00000016081	101107953	UPP1	uridine phosphorylase 1	4.74386473728382	3.46159051442234	4.12227453415952	3.31067329813224e-05	0.000224239096864764	6.39949774020475e-05
ENSOARG00000016099	100286738	MEF2C	myocyte enhancer factor 2C	2.21185341904859	1.76944011715712	1.70575587288702	0.00384797056771364	0.0178925272059751	0.018083708007158
ENSOARG00000016104	101118773	PDE1B	phosphodiesterase 1B	4.27712465188899	4.48648419329071	3.89446953329935	0.001800313018024	0.00329103269498909	0.00275464408339648
ENSOARG00000016109	101103538	IL2RG	interleukin 2 receptor subunit gamma	1.87235986450775	1.46149825312844	1.50976488137212	0.000629045051340215	0.00451543017129154	0.00304777492856
ENSOARG00000016113				1.92253781761207	1.35247543813329	1.97814320841813	0.000108053253740881	0.00212550156642001	9.83632967194172e-05
ENSOARG00000016116	101107720	KIF14	kinesin family member 14	1.6196763929656	1.73370341668607	2.98325399323366	0.029935032039969	0.0322786989168598	0.00157385829075793
ENSOARG00000016127	101101911	CTSZ	cathepsin Z	3.96127487839773	3.79424707599326	3.67964121287238	1.42125674925496e-05	1.94026840887779e-05	2.28014933478471e-05
ENSOARG00000016133	101119198	NCKAP1L	NCK associated protein 1 like	3.60157653484741	3.20151699963038	3.60559550631232	5.46413476154798e-06	1.24898376351096e-05	5.95424414714343e-06
ENSOARG00000016145				-1.48688788580472	-2.10530909726563	-1.65132023181102	0.0191915833564336	0.00215918717094437	0.0102790348440644
ENSOARG00000016153	443028	CPE	carboxypeptidase E	-2.19338975173854	-2.73810812290028	-2.12225135385433	2.42557160049408e-05	4.91090943657041e-06	3.47274277167963e-05
ENSOARG00000016157				1.18441614810195	2.00183429302887	1.492234974866	0.0398991763701596	0.00255761199767292	0.0116286848383836
ENSOARG00000016161	101122032	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A	-1.13982837296489	-1.07947970572203	-1.2132528398661	0.00456853475238511	0.00840234374543329	0.00240559510831139
ENSOARG00000016164	101111442	NT5DC3	5'-nucleotidase domain containing 3	-4.09693968368312	-3.4146479433062	-4.37519248842418	1.15107015400944e-05	3.65397562111155e-05	8.18207214643036e-06
ENSOARG00000016168	101121332	TRIB2	tribbles pseudokinase 2	-1.85080960043979	-1.26518434928825	-1.58834436092064	0.000387155473272519	0.00913557281731582	0.00134021173636214
ENSOARG00000016174	101123060	DSN1	DSN1 homolog, MIS12 kinetochore complex component	1.8276679831242	1.51138251215992	1.663843967249	0.000654097157449289	0.00349004455358249	0.00134936802460915
ENSOARG00000016184	101117716	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1	2.43489553332213	2.56689067041965	2.31488315311605	0.00393486135174015	0.00360212491342879	0.00521036841755761
ENSOARG00000016186	101102156	LOC101102156	galectin-9	5.55503633674919	6.70973084063062	5.03252735242732	0.000107613413858307	8.43561844742305e-05	0.000175086842373515
ENSOARG00000016191	554264	PAX6	paired box 6	-2.69480487857323	-1.81957648337126	-2.38594510938241	0.000356029805755562	0.00578852626882036	0.00102977560098128
ENSOARG00000016193	443206	IL18	interleukin 18	3.07446413136089	3.24100156103354	2.84595238846441	2.2791178606601e-05	1.65524654964235e-05	4.13481920971247e-05
ENSOARG00000016204	101119132	AEBP1	AE binding protein 1	2.34214995590075	2.24768556311079	2.2686327603643	5.4431205339023e-06	7.85204853226739e-06	7.03550411822146e-06
ENSOARG00000016213	100301555	APOBEC3Z1	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like	3.0081732853795	2.59196444703825	2.52667567343703	9.63489713959555e-05	0.000282134233880679	0.000318880852297948
ENSOARG00000016214		JPT2	Jupiter microtubule associated homolog 2	-1.50419767231177	-1.18828695772162	-1.09917722932137	0.0030543737250659	0.0199872611971011	0.0313505105054803
ENSOARG00000016216	101107964	SDAD1	SDA1 domain containing 1	-1.13518442586673	-1.03831567020717	-1.20012897818286	0.00324011487090664	0.00947277892840636	0.00182089882061964
ENSOARG00000016225	101123513	SFXN3	sideroflexin 3	1.28585696528546	1.59641832097198	1.35637272384223	0.00248957688736695	0.000597756135415619	0.00162268068573857
ENSOARG00000016229	101119376	NEMP2	nuclear envelope integral membrane protein 2	-1.52618882213587	-1.05183930699461	-1.19863593198272	0.00213603982988517	0.0452611253012751	0.014545950388098
ENSOARG00000016247	101106324	CETN3	centrin 3	1.42843018435075	1.54248235401977	1.65653791580886	0.010032803559825	0.00893371191827472	0.00420142958427894
ENSOARG00000016250	101118151	HSPA13	heat shock protein family A (Hsp70) member 13	-1.40378597822376	-1.2060650715379	-1.3060877207188	0.00109176853740516	0.00524163487869613	0.00208627725794956
ENSOARG00000016259	101110908	INPP1	inositol polyphosphate-1-phosphatase	-2.45544416389037	-2.17291376802533	-2.25361794153663	1.38259669439853e-05	4.29374284184649e-05	3.0338392137914e-05
ENSOARG00000016260				-1.42993855958619	-1.52897769279786	-1.56090801858634	0.0240246419866839	0.0154197076502121	0.0170360397206536
ENSOARG00000016281	101121620	SOGA1	suppressor of glucose, autophagy associated 1	-1.56152299215163	-1.54399069435757	-1.62961488218072	0.00214697540653063	0.00288128446570566	0.00158158735029443
ENSOARG00000016290	100037691	APOBEC3F	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F	1.95661731700806	1.89948095509515	2.03561088138512	0.00184894450798062	0.00285168239427347	0.00149589511555556
ENSOARG00000016295		NECTIN1	nectin cell adhesion molecule 1	-1.13511249437987	-1.36311694672578	-1.47525598417945	0.0480001319506615	0.0155113235629301	0.00931980338400591
ENSOARG00000016304	101110293	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3	-0.996985755565206	-0.974763143744369	-1.09368620076139	0.0267601900851677	0.0351203715600585	0.0120962732511551
ENSOARG00000016318				1.69279663333517	1.71987497032485	1.72268778256549	7.98683559466254e-05	7.88181450320973e-05	7.19255050677004e-05
ENSOARG00000016324	101111998	TEX12	testis expressed 12	3.40865903824487	4.41363644296641	3.83523063325525	0.00498797053360744	0.00185966166421815	0.00453412609985753
ENSOARG00000016355	101123303	CCDC112	coiled-coil domain containing 112	-1.46397343243538	-1.52793080040423	-1.55255474181397	0.00869601824081528	0.00723428480709135	0.00599901184235253
ENSOARG00000016359	101122496		multidrug resistance-associated protein 1-like	2.93743509635145	1.67557669743601	2.54653872722151	0.000866392351739811	0.0331326073149983	0.00217970110293357
ENSOARG00000016370	100286796	BCO2	beta-carotene oxygenase 2	2.64013790614102	3.25714881867893	2.60543164979648	2.9058589088716e-05	1.22070540791493e-05	4.21295223781788e-05
ENSOARG00000016378	101106330	FEM1C	fem-1 homolog C	-1.63650938014305	-1.43346798700436	-1.60332348602107	0.0085496072576323	0.0220965327837	0.00984592736903833
ENSOARG00000016390	101113825	SLC40A1	solute carrier family 40 member 1	5.40504882690035	6.10281018045131	5.55899765117644	2.70286364144206e-06	1.4935747809791e-06	2.59332343623811e-06
ENSOARG00000016398	101112769	ZNRD1	zinc ribbon domain containing 1	-1.31908203470399	-1.27562385743127	-1.53091178238249	0.00896979462064345	0.0117453837852806	0.00294215182907559
ENSOARG00000016410	101114244	WDR75	WD repeat domain 75	-1.5969767910875	-0.993400657253626	-1.45845422982937	0.000563683682063732	0.0355691704065151	0.00116987288293623
ENSOARG00000016415	101102489	CDO1	cysteine dioxygenase type 1	-3.11126939919907	-3.07004568716613	-3.12811244146939	0.000223276446489313	0.00022839702815815	0.000261083151764579
ENSOARG00000016420	101102548	LOC101102548	aldehyde oxidase 2	6.31339182167149	4.92239572987532	5.14144054703264	0.000102024296641361	0.000207979805884031	0.00023876858321815
ENSOARG00000016428		COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10	-1.01639444210065	-0.959659402043934	-1.26384711436456	0.0218000542735302	0.0387075264167162	0.00315333917926474
ENSOARG00000016436	101116996	FAM83H	family with sequence similarity 83 member H	1.08452793405009	1.17941965713427	1.40925135306868	0.0300156537446633	0.0227890092764575	0.00499555467152293
ENSOARG00000016448	101103367	TFR2	transferrin receptor 2	2.6612928465286	2.38470901309379	1.82220703799487	0.000164911777291739	0.000349373609105302	0.00165826192775918
ENSOARG00000016452	443513	PPARG	peroxisome proliferator-activated receptor gamma	3.64478546829025	4.03041898337214	2.78425014638746	0.00351681346911066	0.00453492019213023	0.0131511697914228
ENSOARG00000016460	101120852	TOR3A	torsin family 3 member A	1.76021920912462	2.14616842115791	1.63807804532256	0.0167720769391026	0.00566585813020722	0.0239482250339002
ENSOARG00000016468	101113613	RASSF2	Ras association domain family member 2	1.68730240252039	1.2534437437584	1.35217297186416	0.00731315830164137	0.048661680190946	0.0256419188835097
ENSOARG00000016471	101122507	FAM49A	family with sequence similarity 49 member A	3.09429655956179	2.72314968402921	2.88793816591129	1.11881743089877e-05	2.94965531134173e-05	1.85207197269535e-05
ENSOARG00000016476	100101231	COL3A1	collagen type III alpha 1 chain	3.75050844753244	3.33376570348619	3.63744294800335	5.46413476154798e-06	1.11491349288472e-05	6.82621225727489e-06
ENSOARG00000016480	101102734	LVRN	laeverin	4.47616805671123	4.66778160170331	4.58577214072483	0.00197284576950217	0.00217727792541955	0.00178444330262538
ENSOARG00000016481				1.5222994136417	1.5856839965704	1.63492465679496	0.0267788710956258	0.0363226626503285	0.0201395176267322
ENSOARG00000016486	101110258	APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein	2.60754855987416	3.00751859383707	2.31454927686211	0.000154755931398514	0.00013991371743429	0.000443306997344596
ENSOARG00000016500				-0.915094868427323	-1.11245426070117	-1.11989725315002	0.0365485322172777	0.00688035316013634	0.0055804387482921
ENSOARG00000016502	101120749	ADGRV1	adhesion G protein-coupled receptor V1	-1.75088225681676	-3.14202722528197	-1.70934157372908	0.00280884787225184	3.33378313291371e-05	0.0038438259444216
ENSOARG00000016504	101114104	KRI1	KRI1 homolog	-1.66094725415566	-1.31030915212499	-1.76819510174845	0.000225027224126775	0.00187159447117713	0.000131193323969347
ENSOARG00000016505	443434	CPT1A	carnitine palmitoyltransferase 1A	2.48328703128943	1.6842031123165	2.44215122821889	0.000333946251567244	0.00483146827678147	0.000371016584368279
