ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100.A10_1_hit.vs.Ctrl_1_hit.astro.logFC	LPS100.A10.vs.Ctrl.micro.logFC	LPS100.A10_1_hit.vs.Ctrl_1_hit.astro.p.value	LPS100.A10.vs.Ctrl.micro.p.value
ENSOARG00000010100	101121709	YPEL4	yippee like 4	-1.6053431145663	-1.14920824407857	0.0084053086960116	0.00504896239739302
ENSOARG00000010111	101106998	LOC101106998	protein ARMCX6	-1.82023372012782	-1.85500081703205	4.91020475841867e-05	8.33710797820418e-05
ENSOARG00000010118	101105613	VWA5A	von Willebrand factor A domain containing 5A	-1.09284450649566	-1.30704639841449	0.0134810823437601	0.0127006179751084
ENSOARG00000010177	101120338	MED30	mediator complex subunit 30	1.93182668273209	3.22944833703029	0.000573063734620414	5.09817314012876e-05
ENSOARG00000010182	101107445	TAPT1	transmembrane anterior posterior transformation 1	1.07923041603432	0.994919374210568	0.00614832615467112	0.00511726470818342
ENSOARG00000010205	101118824	CDC5L	cell division cycle 5 like	1.21906059070127	0.738663289243714	0.000925189699098945	0.0067438056464616
ENSOARG00000010233	101111441	ESYT1	extended synaptotagmin 1	-1.54168111999288	-1.32912480624391	1.98414564712241e-05	0.000207252030179073
ENSOARG00000010264	101114752	PDLIM2	PDZ and LIM domain 2	-1.64717680244846	-1.83371269971575	0.000392247522443958	1.34056666041699e-05
ENSOARG00000010283	443146	MX1	MX dynamin like GTPase 1	1.87237619895581	2.57567426753137	0.0103647755383291	5.86639940956978e-05
ENSOARG00000010319	101101969	RASGRP3	RAS guanyl releasing protein 3	-2.76536875159903	-2.83196622454771	6.04771151991509e-05	3.73780163399691e-05
ENSOARG00000010353	101102876	HNMT	histamine N-methyltransferase	-1.8227923455191	-1.90938983375208	0.000230347161665961	2.38914762526396e-05
ENSOARG00000010373	101113940	MICAL1	microtubule associated monooxygenase, calponin and LIM domain containing 1	-2.01017786523524	-2.37723249460052	9.50137605781476e-06	2.40039734605025e-05
ENSOARG00000010397	101116743	DLG4	discs large MAGUK scaffold protein 4	-1.25798734573463	-0.78697685424147	0.000808389222483079	0.0205601416556494
ENSOARG00000010426	443034	SFTPC	surfactant protein C	7.20792628119239	9.04673712903028	5.53708448954769e-06	2.39962354189902e-06
ENSOARG00000010432	101119688	PDCD4	programmed cell death 4	-0.891495778212559	-0.680780970491102	0.0348785788456287	0.0197678968035315
ENSOARG00000010458		BATF3	basic leucine zipper ATF-like transcription factor 3	2.11677083313637	1.61926646742167	0.000793342152862775	0.00824340541533732
ENSOARG00000010462	443532	CXCR4	C-X-C motif chemokine receptor 4	-2.08352957730887	-2.56648082746634	0.00177718729475294	1.94230383707346e-06
ENSOARG00000010473	101106481	EPB41L3	erythrocyte membrane protein band 4.1 like 3	-1.52732470962238	-1.46999347515556	0.00436693419691768	6.1939599193205e-05
ENSOARG00000010481				5.18213491441029	7.04785075698036	0.000157390931046604	4.39343984923452e-06
ENSOARG00000010483	101115377	UTP23	UTP23, small subunit processome component	0.898610865288478	1.04916504230545	0.0441201588501515	0.000875821519288343
ENSOARG00000010489	101115961	CNN2	calponin 2	-2.13060718695279	-1.30010160615014	5.62520074844953e-06	0.000554646970949139
ENSOARG00000010493	101116073	ATF3	activating transcription factor 3	2.3288510633318	0.834224946207645	0.00162187992872862	0.0485895625731584
ENSOARG00000010521	101111757	PDE4B	phosphodiesterase 4B	1.96288837305624	2.01187944607494	0.00590056000361764	0.00263245623280735
ENSOARG00000010541	101122960	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1	-1.77515437729406	-1.71055770364159	9.21125458122974e-05	0.000210044342527994
ENSOARG00000010543	101115893	PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	-1.31047238095529	-1.06885227877742	0.0120783445242383	0.0115276323814941
ENSOARG00000010575	101111953	SUOX	sulfite oxidase	-1.34853809409408	-2.05309807515636	0.00016928443568042	1.28245172766145e-05
ENSOARG00000010631	101119612	DOK2	docking protein 2	-2.9370365165165	-3.44955860462757	1.23185940570443e-05	1.03587555816648e-06
ENSOARG00000010638	101104138	NLRC4	NLR family CARD domain containing 4	-2.2070364958414	-3.94518132228513	0.00160701433435619	3.75755271097341e-05
ENSOARG00000010647				1.56438277471723	2.75126098092169	0.00749838427321729	6.79512553223902e-05
ENSOARG00000010687	101120377	MPG	N-methylpurine DNA glycosylase	-0.966833707076479	-1.62751743735229	0.00906689991111541	0.000655769795405898
ENSOARG00000010726	443305	SELP	selectin P	3.5024782730604	4.07086154834181	0.00263582566913729	8.46735283510626e-05
ENSOARG00000010729	443246	SLC1A3	solute carrier family 1 member 3	-0.916935945803222	-2.62484017913949	0.0496464452892588	0.000736520326933806
ENSOARG00000010736	101109266	GSDME	gasdermin E	1.26351968763563	3.7558070019667	0.00718642764439714	0.000127617989063192
ENSOARG00000010748		C11orf96	chromosome 11 open reading frame 96	1.03618930757754	0.915946146584789	0.0066874945619672	0.00293186779159922
ENSOARG00000010770	101108664	STARD13	StAR related lipid transfer domain containing 13	1.39219515764909	3.44321244214579	0.00820524255023347	3.34953901026717e-06
ENSOARG00000010775	101118488	SSH3	slingshot protein phosphatase 3	-1.27786748279406	-1.30845836058494	0.000733593471370084	5.80999736942891e-05
ENSOARG00000010812				-2.3211812248178	-3.10956667531443	3.6345906318299e-06	1.94230383707346e-06
ENSOARG00000010821	101118504	ARHGAP6	Rho GTPase activating protein 6	-1.15209003820253	-1.09659748611989	0.0298434068956086	0.0210036651594732
ENSOARG00000010834	101112901	ARHGAP45	Rho GTPase activating protein 45	-2.97605449135558	-3.0242190796674	9.45347872571755e-05	1.55573223444481e-06
ENSOARG00000010854		JUNB	JunB proto-oncogene, AP-1 transcription factor subunit	1.54926583457455	2.79337901084696	0.000118368073205488	3.62522554159337e-05
ENSOARG00000010882	101105377	SLC37A1	solute carrier family 37 member 1	1.2679493060144	3.09995167153987	0.00697365776531493	0.000409900593176773
ENSOARG00000010885	101103420	PHLDB1	pleckstrin homology like domain family B member 1	-1.96668251075154	-1.79982589066299	6.8557048220282e-05	3.14101496831669e-05
ENSOARG00000010890	101112240	PDPN	podoplanin	1.1300209502262	1.54932593835491	0.00809853758544576	0.00334508817408193
ENSOARG00000010919	101122499	STX17	syntaxin 17	1.17247888881725	0.975283069419282	0.00107020458054205	0.00123755708476825
ENSOARG00000010922	101104967	ZRANB3	zinc finger RANBP2-type containing 3	-1.0704475961431	-1.25345786951217	0.0465486887139147	0.00221242926001419
ENSOARG00000010935	101110013	HSD17B7	hydroxysteroid 17-beta dehydrogenase 7	-1.06159331794114	-1.4711631133781	0.0459115666183175	0.00056979504342736
ENSOARG00000010939	101122759	NR4A3	nuclear receptor subfamily 4 group A member 3	2.82684808346945	3.56683525417582	0.000351881823076467	0.000186187131066877
ENSOARG00000010943	101113485	MMP19	matrix metallopeptidase 19	-0.905466336039169	-1.44711786894855	0.00906973503368033	0.000378412695228966
ENSOARG00000010962	101119080	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	1.43490753582597	1.21929119113591	0.03191673392858	0.00446233947230519
ENSOARG00000010964		ISG20	interferon stimulated exonuclease gene 20	3.26112029411398	5.13291672527027	0.000414960525139455	9.14823784603497e-05
ENSOARG00000010973	101112070	OSGIN2	oxidative stress induced growth inhibitor family member 2	1.15471586576775	1.74994881166761	0.00055965879105078	0.000159632227409229
ENSOARG00000010984	101121743	PDE9A	phosphodiesterase 9A	-1.37868682391638	-1.15439982886078	0.0111935121479014	0.0108331332533329
ENSOARG00000011009	101102402	TEX14	testis expressed 14, intercellular bridge forming factor	1.92918771827823	1.49687693049576	0.0081388902275708	0.00255707118028968
ENSOARG00000011029	101109715	N4BP2L1	NEDD4 binding protein 2 like 1	-1.59034147877623	-2.58053839489682	0.00859291622512955	2.33266223805732e-05
ENSOARG00000011042	101113745	LOC101113745	transmembrane protein 198-like	-1.27888804138948	-2.09423645099003	0.00137101167806041	2.38914762526396e-05
ENSOARG00000011046	780489	NCF1	neutrophil cytosolic factor 1	-1.68684962849837	0.607809871194398	0.0172063412952226	0.0311494107361427
ENSOARG00000011052	101109898	EEF1A2	eukaryotic translation elongation factor 1 alpha 2	-0.930590340152264	-0.616975937907421	0.0230258451134376	0.0309631897230573
ENSOARG00000011065	101108157	SLCO2B1	solute carrier organic anion transporter family member 2B1	-2.24737512459671	-3.31530572153635	0.00115974943925784	3.14101496831669e-05
ENSOARG00000011069	101106050	PKNOX1	PBX/knotted 1 homeobox 1	1.33946057444572	1.38959701057235	0.00481535208459168	0.000242079203385125
ENSOARG00000011073	101119482	C6orf203	chromosome 8 open reading frame, human C6orf203	-1.01443385073389	-1.9349589304372	0.0439024060778554	9.61539794547409e-06
ENSOARG00000011075	443127	SELE	selectin E	4.69213022673393	6.35099035805544	3.63097669338812e-06	4.02749423657117e-05
ENSOARG00000011100	101102700	TBC1D2	TBC1 domain family member 2	-1.63477785293512	-2.34567737387171	0.00112583605089097	8.83972641998068e-06
ENSOARG00000011146	101108464	PADI2	peptidyl arginine deiminase 2	-1.53777428928422	-2.40209860655571	0.000911279137562717	0.000232291677015454
ENSOARG00000011158	101110781	ESF1	ESF1 nucleolar pre-rRNA processing protein homolog	0.810751032262872	1.08750028626152	0.0430319482763938	0.000532592121467704
ENSOARG00000011181				-1.36440286946281	-3.26486451759062	0.00133076954455407	0.000209110416573523
ENSOARG00000011197	101115883	RIPK2	receptor interacting serine/threonine kinase 2	1.9488298266545	2.58881062496699	4.57106148771252e-05	7.54816371668269e-06
ENSOARG00000011217	101109494	SLC37A2	solute carrier family 37 member 2	-2.71309561215608	-3.48434855958764	4.9815816599084e-05	1.48636960801213e-05
ENSOARG00000011287	101104963	TDRD7	tudor domain containing 7	1.11189804356629	0.95555488878411	0.0373632357945836	0.00305573402442416
ENSOARG00000011288	554254	TLR7	Ovis aries toll like receptor 7 (TLR7), mRNA.	-2.01113916967893	-1.60073637957967	0.0206121823109863	0.000536809582542163
ENSOARG00000011299	101105618	EDRF1	erythroid differentiation regulatory factor 1	1.13550651094339	0.655652273132474	0.00402068833832426	0.0235925890163458
ENSOARG00000011305	101122452	SLC16A5	solute carrier family 16 member 5	-2.47779405369313	-2.23765073124828	0.00016928443568042	5.76127308942832e-06
ENSOARG00000011307	101123278	ST6GALNAC6	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	-1.18195050529426	-1.68364400097025	0.000431664630637389	1.72844295156331e-05
ENSOARG00000011342	101108418	ARRB1	arrestin beta 1	-1.83447984086736	-1.34414225552682	5.85142554823084e-05	7.37777793519095e-05
ENSOARG00000011346	101105557		SH2 domain containing adaptor protein B	1.5573368702567	3.4922912718603	0.00186448843547694	5.55540243864826e-05
ENSOARG00000011348	101106661	KCND1	potassium voltage-gated channel subfamily D member 1	-1.92644634197756	-3.39394149310114	0.000752795683936708	6.79512553223902e-05
ENSOARG00000011372		BATF2	basic leucine zipper ATF-like transcription factor 2	2.37597204347543	2.78185764003451	0.000462342507350137	0.0021606931292726
ENSOARG00000011380	101121209	ADGRF5	adhesion G protein-coupled receptor F5	-1.9629262772509	-2.21831897052164	0.0152421322335933	0.000168855693109812
ENSOARG00000011387	101123539	ENG	endoglin	-1.4011063310238	-2.06256733020366	0.000591782523368996	2.40039734605025e-05
ENSOARG00000011391	101103177	EHD2	EH domain containing 2	-1.31648585792583	-1.58837280109365	0.000838093077013232	0.00472785552983073
ENSOARG00000011407	101112596	USP38	ubiquitin specific peptidase 38	0.903217586155427	0.942278900410621	0.0448510298516164	0.00298619974553693
ENSOARG00000011424	100307044	FHL1	four and a half LIM domains 1	-1.79680056000803	-2.12625843423556	5.53986846023773e-05	0.000111407688840363
ENSOARG00000011463	101108867	IER3	immediate early response 3	3.3735222168086	4.47211167537972	9.21125458122974e-05	1.48636960801213e-05
ENSOARG00000011464	101115845	SYT17	synaptotagmin 17	-1.92795402871391	-1.49353421518143	0.000543383464735603	0.00177957229135424
ENSOARG00000011513	101105432	IRF8	interferon regulatory factor 8	2.00175622676042	2.15382701769297	6.77519942817847e-05	0.000290586582209292
ENSOARG00000011604	101109642	FAM111B	family with sequence similarity 111 member B	1.76348930867485	3.31712294721519	0.0134810823437601	0.000123718953063499
ENSOARG00000011666	101102827	KIFAP3	kinesin associated protein 3	-0.9582469348598	-0.601677937555469	0.0230258451134376	0.00590861930530066
ENSOARG00000011674	101117161	MATK	megakaryocyte-associated tyrosine kinase	-2.33246687125631	-1.97235233625656	0.000893823032080804	0.000310202484555717
ENSOARG00000011678				-1.22829480502077	-1.33005499208862	0.0134595937085379	0.00118130094168112
ENSOARG00000011689	101117371	DEF6	DEF6, guanine nucleotide exchange factor	-2.12550250553834	-2.46615800143751	0.000605167408516566	3.34953901026717e-06
ENSOARG00000011702	101110113	CLIP2	CAP-Gly domain containing linker protein 2	-0.99669680319194	-1.61075411677921	0.00322502116472078	0.00122125691369081
ENSOARG00000011738	101102203	ICOSLG	inducible T cell costimulator ligand	1.01265793100818	2.61504640709214	0.00737658477293839	8.79694902127093e-05
ENSOARG00000011743		MPEG1	macrophage expressed 1	-1.58038915519459	-1.46800312302525	0.0258679940161775	0.000251894932284316
ENSOARG00000011760	101108948	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5	1.73443697176173	2.97787454870342	6.99674413811152e-05	3.59277272641393e-06
ENSOARG00000011811	101111187	STEAP4	STEAP4 metalloreductase	2.36501521649129	3.28827134893821	0.0248109281279118	0.00016364386494631
ENSOARG00000011838	101102097	CAP2	cyclase associated actin cytoskeleton regulatory protein 2	-1.13489222973379	-0.957786034003591	0.00345427528375315	0.00251278216895372
ENSOARG00000011842	101114839	LAT2	linker for activation of T cells family member 2	-1.55310138707482	-1.08594944680841	0.00148269457690815	0.00148209857820073
ENSOARG00000011846		NTN4	netrin 4	-1.77843430383843	-1.5927300192421	2.69848181322466e-05	0.0010202921335314
ENSOARG00000011852	101106456	LMTK3	lemur tyrosine kinase 3	-1.28252527516965	-2.30142921728809	0.0113854349719101	0.000215166162829778
ENSOARG00000011863	101114674	TLN1	talin 1	-0.930693921090428	-0.684424798875181	0.00393484156802452	0.0119637571591736
ENSOARG00000011891	101121531	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5	-2.46552646462734	-1.53135358452625	3.66812555353807e-06	0.0199775602379503
ENSOARG00000011910	101110900	LIMK1	LIM domain kinase 1	-0.918388838213767	-0.691169070868858	0.019731902577366	0.0329015620625195
ENSOARG00000011933	101121946	ADAP2	ArfGAP with dual PH domains 2	-1.45405258793976	-1.91512336180743	0.00933193968465368	5.09612553172621e-05
ENSOARG00000011935	101113022	DDX25	DEAD-box helicase 25	-1.31367535305442	-1.08173409191488	0.0215933454872786	0.00276227767515175
ENSOARG00000011997	101102094	UBA7	ubiquitin like modifier activating enzyme 7	2.02977005024435	1.97519088119422	0.0254555080021124	0.00393204616933421
ENSOARG00000012010	101114403	POU2F1	POU class 2 homeobox 1	1.83517573057251	1.88167852497895	0.00279679882850808	3.07587691095177e-05
ENSOARG00000012014	101102843	IDH2	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial	-1.3860306224077	-1.4051817910959	0.000325796529412674	0.00016364386494631
ENSOARG00000012021	443406	IL6	interleukin 6	3.82281800580116	5.12928546836356	0.00685906223031209	0.00021829885992789
ENSOARG00000012054	101109967	SSBP4	single stranded DNA binding protein 4	-1.25955099004002	-1.21906061499359	0.00035610721290703	0.000240596619666135
ENSOARG00000012100	101113342	SLC46A3	solute carrier family 46 member 3	-2.8774517350526	-2.58232678026909	6.12117393599323e-05	0.000359979985252
ENSOARG00000012119	443056	IL15	interleukin 15	3.46615422075202	6.76070501592516	0.000323921730734559	1.02499196105212e-05
ENSOARG00000012126	101122474	TEAD3	TEA domain transcription factor 3	-0.867565212110821	-1.69870649354529	0.0118226634186805	0.00111698723989865
ENSOARG00000012180	443088	FLT1	fms related tyrosine kinase 1	1.96268576461654	5.78130287377851	0.0211521237509551	8.47661853534924e-06
ENSOARG00000012185	101115084	RCSD1	RCSD domain containing 1	-2.35134402742074	-2.14902304100774	0.000151083147470583	0.000224616491880629
ENSOARG00000012236	101113958	RNF150	ring finger protein 150	-1.50050164069728	-1.44105947571043	0.00231283725510629	0.00113032117875425
ENSOARG00000012283	101104960	SUMO3	small ubiquitin-like modifier 3	-1.16871834513124	-1.31470436767143	0.00136493900706577	0.000120879584900942
ENSOARG00000012288				1.41514605703549	2.79017736820201	0.0174565959456131	4.61408440786738e-05
ENSOARG00000012306	101113968	FAM118B	family with sequence similarity 118 member B	1.45925556404389	1.3222835715279	0.000200429236747259	0.000505301381476549
ENSOARG00000012340	101118254	C1QL2	complement C1q like 2	2.42628279849538	1.34022404803721	0.000157390931046604	0.0318167113399458
ENSOARG00000012341	101112029	EBP	EBP, cholestenol delta-isomerase	-1.09484683159836	-1.36535165245144	0.004033973463505	4.78832239130707e-05
ENSOARG00000012344	101102415		protein phosphatase 1 regulatory subunit 15A	1.50987642365295	2.10045606538503	1.3214329006588e-05	0.000268110698157175
ENSOARG00000012417	101103409	CD300E	CD300e molecule	-3.3291111960557	-2.92626778408757	3.89711424049705e-05	1.99850361253405e-05
ENSOARG00000012418	101103993	GDPD1	glycerophosphodiester phosphodiesterase domain containing 1	1.94153340360818	2.13612833383001	0.000123567450823892	0.000511906044530234
ENSOARG00000012449	101122426	CDK17	cyclin dependent kinase 17	2.00504860669003	2.40486934649315	0.000305728657320942	0.000128158620551312
ENSOARG00000012470	101119138	SH3TC1	SH3 domain and tetratricopeptide repeats 1	-2.13601623488292	-1.67567641673617	0.000124722723913932	0.000163312492819082
ENSOARG00000012488				-0.995078151132334	-1.44807874874923	0.0168697779107867	4.78832239130707e-05
ENSOARG00000012500	101121112	ZNFX1	zinc finger NFX1-type containing 1	1.15107250572887	0.966751067538171	0.017466586297488	0.026686923593262
ENSOARG00000012506	101106548	HDDC3	HD domain containing 3	-1.0096543811532	-0.849965921937043	0.0262876664685243	0.00423150239506115
ENSOARG00000012535	101113323	TNS3	tensin 3	-1.78452096567462	-1.97051864927984	3.89711424049705e-05	0.00178262299239558
ENSOARG00000012557	101118490	TIRAP	TIR domain containing adaptor protein	2.34400280835284	5.36305275109538	0.000300660755140558	5.76127308942832e-06
ENSOARG00000012575	101106798	MAN2A2	mannosidase alpha class 2A member 2	-0.815596092198904	-1.14571080381645	0.0439329606314371	0.00276227767515175
ENSOARG00000012600		ZBTB43	zinc finger and BTB domain containing 43	1.47247868778231	1.61967853988707	0.00191363713244148	0.0377136049118316
ENSOARG00000012621	101111649	SLCO4A1	solute carrier organic anion transporter family member 4A1	3.0070905297748	2.52015249136813	7.1557820292804e-05	0.000297565268416216
ENSOARG00000012636	101111622	MVB12B	multivesicular body subunit 12B	-1.09701669694456	-1.82460772421233	0.0484514967159884	0.000369285303708924
ENSOARG00000012641	101112832		CMRF35-like molecule 8	-1.47968582409595	-1.9158981166296	0.00162187992872862	0.000439689933136233
ENSOARG00000012642	101114203	DARS2	aspartyl-tRNA synthetase 2, mitochondrial	-1.06702847311307	-2.19076899287676	0.0351347493773678	0.000456207250225106
ENSOARG00000012648	101107049	FES	FES proto-oncogene, tyrosine kinase	-2.55896319481481	-2.71865067860939	6.95880017675123e-05	3.8948911005794e-06
ENSOARG00000012652	101117148	RTKN	rhotekin	-1.9828362423819	-0.993158009226729	0.000608075792592729	0.00403424778958997
ENSOARG00000012653	101110110	SLC19A1	solute carrier family 19 member 1	-2.15253810912825	-1.74218501664973	6.21745379024884e-05	4.0921195927909e-05
ENSOARG00000012673	443255	RCAN1	regulator of calcineurin 1	2.55816118448536	2.89820559899665	0.000264630386657615	0.000109916169894907
ENSOARG00000012718	101108228	NFKB1	nuclear factor kappa B subunit 1	2.31833228806995	3.46030404009901	1.06220335957937e-06	7.54714896606406e-06
ENSOARG00000012721	101110084	TRPM4	transient receptor potential cation channel subfamily M member 4	-1.59160090258346	-1.65693584438841	0.000503304402012812	0.0148184049929719
ENSOARG00000012734	101121415	WNT5B	Wnt family member 5B	-1.8035570145598	-1.64832486099848	0.000140093382249363	0.00468426768750806
ENSOARG00000012768	101107377		interleukin 15 receptor subunit alpha	1.91973107941386	3.66752833414787	0.00499651654806915	2.22235162157175e-05
ENSOARG00000012775	101119457	DQX1	DEAQ-box RNA dependent ATPase 1	1.39200983820804	1.15265699625334	0.0113062435565667	0.00374863374434161
ENSOARG00000012778	780454	FURIN	furin, paired basic amino acid cleaving enzyme	-0.961761853113708	-0.910667093131048	0.00249222933259235	0.0269150677155136
ENSOARG00000012834	101117677	ATP6V0D2	ATPase H+ transporting V0 subunit d2	-1.60101490951847	-1.77082118715029	0.00212558295135483	0.000217999291012934
ENSOARG00000012838	101120650	DOK1	docking protein 1	-1.23930740340239	-0.468285088554101	0.000723099373110557	0.0432820393173389
ENSOARG00000012851	101110864	CD37	CD37 molecule	-1.27622690455817	-0.73754205788583	0.0113803531165276	0.00960304759221004
ENSOARG00000012852	101122741	CASP7	caspase 7	2.04400233511983	2.10831623511946	0.000296649788372097	0.000219707241147094
ENSOARG00000012871	101114874	PNRC1	proline rich nuclear receptor coactivator 1	1.05978265344432	1.4325290531238	0.0226794707173678	0.000430252261763189
ENSOARG00000012875	101107310	BLM	BLM RecQ like helicase	-1.41148387808143	-1.80906308204849	0.000760037574897594	2.38914762526396e-05
ENSOARG00000012909	101107690	HK2	hexokinase 2	1.23555919230662	1.94533352983582	0.0377143207465858	0.000944811552897747
ENSOARG00000012936	101103355	CD83	CD83 molecule	2.37062611882107	2.6859385249388	2.5245212679595e-05	4.13187313436437e-05
ENSOARG00000012945	101105631	CTPS2	CTP synthase 2	-0.985546823837235	-0.678412789280049	0.0075439610407619	0.012701376875218
ENSOARG00000012948	101122510	FHL2	four and a half LIM domains 2	-1.67130951403615	-2.02582827004626	0.000447552588389117	1.66859337420028e-05
ENSOARG00000012972	101102178	MYO10	unconventional myosin-X	1.50044541739162	1.48597154259179	0.00509550405924965	0.000910880151692273
ENSOARG00000012997	101118952	GNA15	G protein subunit alpha 15	-2.57382458162039	-2.1849389188923	5.11050163842546e-05	1.26466585035933e-05
ENSOARG00000012999	101106107	ZC3H12C	zinc finger CCCH-type containing 12C	1.37584272464582	1.42697480689109	0.000703897926332164	0.00326607605296223
ENSOARG00000013025	101103249	SLC43A2	solute carrier family 43 member 2	-2.68390453506888	-3.26314348036636	1.27648901794719e-05	2.40465184852331e-06
ENSOARG00000013043	101106445	TTYH2	tweety family member 2	-2.00327533250588	-1.46505290885243	6.64794490449339e-05	0.000458802451082416
ENSOARG00000013051	101107829	SDHAF2	succinate dehydrogenase complex assembly factor 2	1.2734065532142	1.12021982453492	0.0120783445242383	0.00159875000256175
ENSOARG00000013071	101113597		cilia and flagella associated protein 206	-1.81692849492188	-2.4167089570162	0.00520457560037546	3.45855400740679e-06
ENSOARG00000013073	101112263	RIN3	Ras and Rab interactor 3	-1.11338969302427	-0.685670554132285	0.00867531164965383	0.0198915127764103
ENSOARG00000013077	101120110	RETREG1	reticulophagy regulator 1	-0.946980695101517	-1.26232303060359	0.0283265335474079	0.000737948461085746
ENSOARG00000013078	101123580	DENND5A	DENN domain containing 5A	1.2512647058064	2.2071593528104	0.00143890934606906	1.99850361253405e-05
ENSOARG00000013082	101107621	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	1.27048090608762	1.0549249101449	0.0398533568524018	0.0187525983326224
ENSOARG00000013100	101103492	SCARF1	scavenger receptor class F member 1	-1.64634368155004	-1.4430288035778	0.000459054564540966	6.89865174181218e-05
ENSOARG00000013109	101103426	ANKH	ANKH inorganic pyrophosphate transport regulator	-1.70328350745694	-1.56668014138233	8.09026312082415e-05	0.000960339294327337
ENSOARG00000013111	101109529	IL1RL1	interleukin 1 receptor like 1	2.07349062904233	4.23364239141626	0.00720288800984893	0.000105517267869637
ENSOARG00000013146	443472	IL12B	interleukin 12B	7.54443465491826	4.15142190014142	0.000301023026133544	0.00639239884276661
ENSOARG00000013157	443331	TIMP1	TIMP metallopeptidase inhibitor 1	0.866969290633385	0.938159190952494	0.029973339130738	0.0139573920714205
ENSOARG00000013161	101110364	MMP11	matrix metallopeptidase 11	-1.235160599611	-0.981873492857469	0.0213228119134053	0.0176974153817479
ENSOARG00000013183	101109661	SYT7	synaptotagmin 7	-1.70534534916271	-1.26344673577971	0.0456997750680983	0.0015422762107071
ENSOARG00000013187	101122738	NEXN	nexilin F-actin binding protein	-1.74307807285263	-1.29775073318851	7.08053081679069e-05	0.00251067619069384
ENSOARG00000013203	101117042	HIP1	huntingtin interacting protein 1	-1.80475289427097	-0.929897317433428	0.000293462079768567	0.0463108509960526
ENSOARG00000013206				1.21330532446393	1.78742555148266	0.0237919341062719	4.35963218352951e-05
ENSOARG00000013211	101109511	KANK1	KN motif and ankyrin repeat domains 1	-1.42045863537792	-1.52756172371014	0.000107002207617745	0.000900931378930363
ENSOARG00000013259	101123163	FUBP1	far upstream element binding protein 1	0.912036087199656	1.22529450117102	0.0305984565658032	0.000503532987297515
ENSOARG00000013260		PRR12	proline rich 12	-1.23242824076488	-1.93593408669982	0.00092322412213005	3.37582527974251e-05
ENSOARG00000013303	101117143	VLDLR	very low density lipoprotein receptor	1.3615597515118	2.14233899436285	0.00620876156284717	0.000152531446480154
ENSOARG00000013382	101105363	PDE8A	phosphodiesterase 8A	1.06333918638271	0.872532452143231	0.0126799315452032	0.00428822584873253
ENSOARG00000013400	101106067	EIF5B	eukaryotic translation initiation factor 5B	0.855026286971809	0.714631930716204	0.0137936630503258	0.0155707278545038
ENSOARG00000013427	101118209	PTPN1	protein tyrosine phosphatase, non-receptor type 1	1.53447483575315	3.04741903294326	8.13120407292791e-05	1.55849589720381e-05
ENSOARG00000013465	443130	CAPN1	calpain 1	-0.982854974362735	-0.616487060078121	0.00900037515690652	0.011394621531919
ENSOARG00000013480	101113909	JAK2	Janus kinase 2	1.85993383319836	2.0821454241417	0.000724971077652354	0.00010760701178565
ENSOARG00000013486	101115406	TMEM251	transmembrane protein 251	-1.24054655195849	-1.17023650205028	0.00919331659497344	0.00012718616976105
ENSOARG00000013487	101122043	PLXNA2	plexin A2	-1.30959700238271	-1.29873765040545	0.00983591447621673	0.000260259835814401
ENSOARG00000013509	101115003	CD274	CD274 molecule	3.03218855580757	3.99226932659668	1.16320036025209e-05	1.02499196105212e-05
ENSOARG00000013573	101112178	TNFAIP8L2	TNF alpha induced protein 8 like 2	-3.30533945050845	-2.4812807519152	0.000300660755140558	3.58919985110718e-06
ENSOARG00000013590	101117845	LIMCH1	LIM and calponin homology domains 1	-1.40339135966091	-2.15699043951901	0.0144291051784623	0.000189730711916961
ENSOARG00000013610	101113697	MYO7A	myosin VIIA	-1.68307259542752	-1.28202629063291	0.00427226363546966	0.0010758397305592
ENSOARG00000013617		PLXND1	plexin D1	-2.11690915150579	-1.6934982717188	1.96472953714703e-06	3.73780163399691e-05
ENSOARG00000013619	101116876	DKK1	dickkopf WNT signaling pathway inhibitor 1	3.4452463910603	5.03669447819636	0.0129509613685221	0.00014631046037153
ENSOARG00000013655	101111802	MAST3	microtubule associated serine/threonine kinase 3	-1.39373662443085	-1.75651562789301	0.00131455403444006	0.000232183953438211
ENSOARG00000013671	101120573	GADD45B	growth arrest and DNA damage inducible beta	2.04918721789018	3.5718284853136	0.000351881823076467	5.59710558078349e-06
ENSOARG00000013677	101114462	IL4I1	L-amino-acid oxidase	1.26420368463673	4.60953576140946	0.00340994681154548	3.34953901026717e-06
ENSOARG00000013691	101122290	ZBTB4	zinc finger and BTB domain containing 4	-1.45845108529841	-1.5510410127927	0.00100784707636303	0.0033504626028397
